,,3,3,0,1,0,1,1,2,1,1,4,1,2,3,2,4,0,2,2,1,4,1,2,5,1,0,3,4,4,3,0,0
-LRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,2,0,0,0
-RRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,2,0,0,0
.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,3,0,0,0,0,0,0
PRP$,0,0,0,0,0,0,2,0,0,2,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0
RBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
adjective,0,4,0,3,1,1,2,3,3,1,0,4,2,2,1,3,1,3,0,0,7,2,2,1,4,8,3,5,4,3,0,0
adverb,0,5,0,2,2,0,1,1,2,1,1,1,1,2,1,3,0,3,1,2,2,1,2,2,2,0,4,0,6,3,1,0
article,9,6,0,5,2,1,5,3,1,2,3,3,1,4,3,3,1,2,1,0,1,3,1,4,3,8,3,6,4,5,2,0
conjunction,6,7,2,5,2,1,4,6,6,2,3,3,3,6,2,4,1,5,4,1,8,3,3,5,6,7,6,9,7,7,0,0
noun,14,6,2,7,3,10,9,9,5,5,9,12,6,6,3,11,4,9,5,2,12,5,5,6,6,13,7,20,14,6,2,0
numeral,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0
other,0,0,0,0,0,2,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0
particle,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
pronoun,0,0,0,0,1,1,1,0,3,2,2,2,0,3,0,1,0,1,5,0,0,0,1,1,6,0,1,0,1,0,0,0
verb,6,5,1,1,1,4,5,5,7,2,7,8,5,4,1,4,1,4,9,1,6,4,2,8,8,7,3,3,6,6,1,0
