,,0,1,2,3,0,3,1,2,2,1,0,4,2,1,1,4,0,2,3,1,4,7,4,0,3,1,1,3,1,1,2,1,1,1,5,2,7,2,0
-LRB-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-RRB-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
:,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRP$,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,1,1,0
RBR,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
adjective,3,1,3,4,3,2,7,3,5,2,3,3,2,2,5,0,2,3,5,3,5,5,2,1,0,6,2,6,2,0,2,2,1,0,5,4,3,5,0
adverb,1,5,2,1,0,2,1,0,0,2,0,1,3,1,2,3,1,5,0,1,3,1,0,0,1,1,2,0,1,0,1,2,0,1,0,2,0,3,0
article,1,3,4,1,3,0,3,2,3,4,3,6,4,3,3,0,3,3,3,6,4,8,1,2,1,5,4,4,3,1,2,0,2,4,6,2,1,4,0
conjunction,3,2,5,5,6,3,5,2,4,4,2,6,5,3,8,0,2,7,2,7,7,5,3,0,4,9,4,7,5,1,4,2,3,4,11,3,6,4,0
noun,5,8,8,8,6,3,5,4,5,7,3,16,9,5,11,2,3,6,8,14,6,13,5,3,8,9,5,11,5,4,7,7,6,6,13,8,9,4,0
numeral,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
other,0,1,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0
particle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
pronoun,0,2,1,0,0,0,2,0,0,1,0,0,1,1,1,1,1,4,0,3,1,0,3,0,0,2,0,1,0,0,1,1,0,0,1,0,3,2,0
verb,3,3,7,4,1,2,6,3,3,3,1,6,2,2,4,3,2,7,6,5,4,4,7,2,4,8,2,4,2,1,2,3,1,3,10,1,8,7,0
