,,2,4,2,2,0,2,5,1,0,2,7,2,4,5,0,3,1,2,1,1,3,2,2,3,0,2,0,1,0,1,3,0
-LRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-RRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
.,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PRP$,0,2,1,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RBR,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adjective,1,6,2,1,4,2,8,3,1,6,5,2,3,7,2,6,2,3,2,2,2,4,2,2,2,0,2,4,0,0,3,0
adverb,0,1,2,1,0,7,0,0,0,1,0,1,1,1,0,1,1,1,0,3,0,0,0,2,0,1,1,0,2,1,1,0
article,4,5,4,0,6,4,7,2,0,3,2,2,3,8,2,7,4,4,4,2,2,1,1,7,1,5,5,6,2,2,2,0
conjunction,6,11,11,4,6,9,12,7,1,11,12,5,2,14,3,6,6,6,6,3,4,3,4,4,1,4,3,7,5,2,6,0
noun,11,15,13,6,9,4,11,12,3,12,30,5,9,22,7,14,10,9,15,3,5,14,4,14,1,10,3,8,4,2,7,0
numeral,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
other,0,1,1,1,1,1,2,2,0,0,1,0,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0,2,0,2,0,0
particle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pronoun,0,1,0,0,1,3,2,1,1,0,1,0,0,1,0,1,1,2,0,1,2,1,1,0,0,0,1,1,1,0,1,0
verb,3,8,5,4,4,6,5,2,1,5,4,2,1,7,1,4,3,4,7,3,3,5,1,3,1,2,3,3,3,5,1,0
