,,2,0,1,4,3,0,2,0,0,0,2,0,1,1,0,0,0,3,2,2,1,0,5,5,2,4,4,2,0,2,1,0,1,0,2,1,1,0,0,1,3,1,0,0
-LRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
-RRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
:,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
PRP$,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
adjective,2,1,1,5,4,1,5,3,3,0,1,6,2,1,0,0,1,2,1,2,4,2,3,3,1,9,4,2,0,3,2,1,2,0,0,0,3,2,3,1,6,2,1,0
adverb,2,2,1,6,3,0,0,0,2,1,1,0,0,1,0,1,2,3,2,0,0,1,1,2,3,8,7,0,1,2,2,0,1,1,0,3,1,3,1,1,2,0,1,0
article,5,0,5,1,5,1,3,3,2,1,2,0,2,3,2,1,1,4,7,3,2,3,5,4,1,9,3,4,1,4,2,2,2,2,2,4,4,4,0,3,3,2,0,0
conjunction,5,0,3,5,5,3,5,4,1,3,2,3,4,2,1,2,0,5,6,7,5,2,4,8,0,9,9,3,1,5,5,3,6,2,5,5,5,6,3,2,6,3,2,0
noun,8,1,6,6,6,3,9,5,7,4,5,3,6,6,2,2,1,12,6,7,6,9,17,14,6,11,7,3,1,11,11,4,5,3,6,8,10,10,3,4,12,4,2,0
numeral,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,0,0,3,2,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,1,1,0,2,0,0,1,1,1,0,1,0,1,0,0
particle,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pronoun,0,0,1,3,0,1,0,0,0,1,0,0,0,1,0,0,0,2,1,1,1,0,1,1,0,1,4,0,1,1,1,1,4,0,3,3,2,4,1,2,1,0,1,0
verb,4,1,8,9,4,1,3,2,2,1,3,2,2,2,3,2,1,8,8,3,2,5,4,8,2,13,5,3,2,8,3,1,5,3,6,5,3,8,3,3,4,2,0,0
