,,0,3,0,1,0,3,1,1,0,1,0,0,1,2,1,1,2,0,5,1,1,0,0,1,0,2,0,1,1,0,0,0,1,1,2,1,0,0,1,4,0,0
-LRB-,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-RRB-,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
PRP$,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0
adjective,2,3,0,2,1,1,1,2,1,2,3,0,0,1,3,0,4,3,7,1,0,1,1,1,2,3,2,1,5,3,1,1,8,1,3,1,1,0,1,5,2,0
adverb,0,0,0,4,2,0,2,3,1,1,5,0,1,1,0,3,2,1,2,1,3,0,0,1,1,3,1,3,1,2,1,3,1,2,7,5,0,2,2,3,2,0
article,0,2,1,0,0,4,3,0,1,2,2,2,4,2,3,2,4,2,4,2,5,1,0,5,4,5,2,1,3,3,1,2,4,3,3,2,0,2,3,5,3,0
conjunction,1,1,0,2,1,5,3,1,2,1,3,2,3,1,4,3,5,3,4,3,8,1,0,4,5,5,3,2,8,2,2,2,6,4,4,2,3,3,5,8,4,0
noun,6,5,3,3,0,7,5,4,2,4,4,5,6,3,5,5,5,6,9,6,12,1,4,10,6,12,6,3,7,3,3,4,11,4,7,2,1,4,8,12,4,0
numeral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,0,0,1,0,0,0,0,3,0,0,2,0,0,0,0,1,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,1,3,1,0
particle,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pronoun,0,1,2,1,1,4,0,1,3,2,2,0,2,0,1,0,0,2,0,1,1,0,0,1,0,1,2,0,0,0,0,1,3,1,1,1,1,1,3,6,3,0
verb,1,3,3,1,1,6,6,2,3,5,8,2,5,2,6,3,1,3,2,4,3,1,1,3,2,5,6,2,3,1,1,5,9,2,3,5,2,3,3,8,4,0
