'',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,,0,1,0,1,0,6,0,2,1,0,0,2,2,0,0,2,0,0,3,0,4,0,2,1,0,0,1,0,2,0,1,0,0,0,2,2,0,1,0,2,2,0,0
:,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PRP$,0,0,0,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,2,3,2,0,0,0
RBR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
``,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
adjective,2,4,3,1,1,5,5,1,1,2,0,6,2,0,2,3,4,0,2,3,8,1,1,4,3,4,1,2,1,1,3,1,1,1,1,0,0,2,3,9,1,1,0
adverb,0,0,1,0,2,1,1,4,1,1,2,1,2,0,0,1,2,3,2,1,0,0,2,7,1,4,4,1,1,1,2,2,0,0,2,2,1,2,3,0,0,1,0
article,4,8,2,4,2,5,4,2,1,1,1,5,4,0,3,4,3,1,2,1,1,1,5,1,2,4,1,3,1,4,3,4,1,4,4,3,0,1,4,2,2,5,0
conjunction,4,9,4,1,5,7,6,3,0,0,4,12,9,1,2,5,1,2,1,3,6,2,2,2,2,6,4,6,3,4,5,6,3,5,6,1,1,4,6,6,1,2,0
noun,8,14,5,5,7,16,8,4,0,4,4,14,5,0,6,6,3,4,2,5,18,1,3,5,3,10,2,11,2,9,6,9,4,7,7,2,0,5,11,7,3,11,0
numeral,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
other,0,0,1,0,3,1,3,2,1,3,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,4,1,0,0,1,0,0,0,1,3,2,0,1,2,1,1,0,0
pronoun,0,1,0,0,0,0,1,3,0,1,1,1,1,1,0,1,0,0,2,0,0,0,2,1,1,1,1,0,1,1,0,1,0,1,5,1,1,5,1,2,2,2,0
verb,2,6,3,5,11,5,6,8,3,3,4,5,6,3,3,6,5,4,4,4,4,3,5,7,3,8,9,4,5,6,5,5,2,5,6,5,3,7,7,4,8,6,0
