,,0,1,0,0,0,0,2,0,2,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0
.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PRP$,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
RBR,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
adjective,0,0,0,0,2,0,2,5,4,2,1,2,3,0,5,3,0,0,0,1,11,0,0,0,1,1,2,1,1,1,0,1,0,1,1,0,0
adverb,0,1,1,0,0,0,3,1,0,2,1,1,3,0,1,1,0,0,0,1,5,1,0,0,3,4,0,0,2,1,0,0,1,0,2,1,0
article,0,0,0,2,0,1,5,3,4,4,5,3,5,1,1,8,1,0,0,0,2,0,2,1,3,4,0,1,0,0,2,1,0,1,5,0,1
conjunction,1,1,0,2,1,0,7,6,4,3,6,2,4,0,5,5,0,1,1,4,14,0,2,0,4,4,0,1,1,2,2,1,0,0,5,0,1
noun,4,3,0,2,1,0,7,5,13,6,8,5,7,2,3,10,1,0,0,3,56,2,3,2,7,5,1,4,0,9,4,2,1,3,9,3,4
numeral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
other,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,3,0,1,0,0,0,0,0
particle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pronoun,0,3,2,1,1,2,4,1,0,0,1,1,3,1,4,3,1,2,1,4,0,2,3,1,1,2,0,0,2,1,0,1,1,0,1,0,0
verb,1,4,1,1,2,1,9,7,5,3,3,3,7,1,3,9,1,2,1,5,9,1,3,2,4,3,0,0,3,4,2,3,3,3,2,0,0
