,,1,1,2,2,2,2,1,2,0,0,1,3,0,0,1,1,2,0,0,2,0,2,0,5,0,2,0,3,2,0,0,0
-LRB-,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-RRB-,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PRP$,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
RBR,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
``,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adjective,0,2,1,1,2,2,2,2,1,1,2,3,0,0,0,2,2,1,6,2,0,0,2,8,1,2,3,2,0,0,0,0
adverb,0,0,1,1,3,0,3,1,3,0,1,2,0,0,2,1,4,1,1,0,2,3,0,3,1,5,2,2,0,0,0,0
article,3,1,4,3,2,2,2,3,1,3,4,3,1,0,1,7,3,2,7,3,0,4,2,13,4,3,3,6,4,3,4,0
conjunction,3,3,7,6,6,2,4,7,2,2,2,3,1,1,4,2,5,3,9,3,0,4,1,10,1,8,5,5,5,1,4,0
noun,13,5,8,9,9,3,4,5,6,5,3,6,3,2,2,10,16,5,9,6,1,6,4,21,3,7,5,9,7,4,3,0
numeral,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
other,1,1,1,3,3,0,1,0,1,0,0,0,0,0,2,1,1,1,1,0,0,0,2,1,0,0,1,0,0,0,0,0
pronoun,0,1,4,1,1,1,4,1,2,0,1,0,0,0,3,0,2,2,2,0,1,0,2,1,0,1,0,1,1,3,0,0
verb,2,2,6,4,7,1,7,4,2,1,3,2,2,1,7,4,4,5,9,4,2,2,4,7,2,5,5,5,3,7,2,0
