'',0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,1,0,1,0,0,1,0,0,3,2,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,4,1,1,4,1,1,0,0,1,0,0,0,5,1,0,3,3,0,0,1,1,1,0,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0
-LRB-,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0
-RRB-,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0
:,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRP$,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,2,3,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0
RBR,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
``,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adjective,4,3,2,0,2,1,2,1,4,2,2,1,0,3,0,0,0,0,0,1,0,1,6,0,3,2,7,1,0,5,3,2,1,3,0,1,0,1,7,1,5,5,3,0,1,1,1,1,2,1,2,2,0,1,1,7,2,1,0,1,0,0,1,0,3,0,0
adverb,0,1,1,0,2,2,1,1,4,3,2,0,1,1,1,1,0,0,0,0,0,0,3,2,4,0,3,3,0,3,1,1,1,0,3,2,2,1,4,0,1,2,0,0,1,2,2,2,0,1,0,1,2,2,6,5,1,0,0,0,0,0,0,0,3,2,0
article,5,1,3,1,2,1,2,1,4,6,2,1,3,1,1,0,1,1,1,3,0,2,9,1,2,2,2,1,1,7,3,5,6,1,1,0,2,2,5,0,1,5,3,3,2,2,1,2,0,2,3,3,1,3,1,6,2,2,2,1,0,0,0,1,2,0,0
conjunction,4,5,2,0,5,1,3,1,3,8,0,1,2,3,2,0,1,0,1,13,0,2,7,2,7,2,8,4,0,7,7,12,5,1,3,1,2,2,12,1,3,10,7,1,2,4,3,3,3,3,4,2,3,8,6,4,2,2,1,1,0,0,0,1,6,2,0
noun,7,10,4,1,7,3,4,2,8,12,4,5,3,6,3,0,2,1,2,17,0,2,9,4,8,4,12,4,1,13,15,21,10,3,2,1,6,1,14,1,9,12,9,1,7,4,4,5,1,9,6,6,6,12,9,11,3,3,7,4,1,1,0,2,7,1,0
numeral,1,2,0,0,2,2,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,3,0,0,2,0,3,0,2,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
other,0,1,0,0,1,0,0,0,2,3,2,1,0,1,0,0,0,1,0,2,0,0,0,0,2,1,0,2,0,0,2,1,0,1,0,0,1,0,1,0,2,2,2,0,2,0,2,2,0,0,1,2,3,1,1,3,0,0,2,0,0,0,0,0,3,1,0
particle,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pronoun,2,0,1,0,0,1,3,0,1,4,2,0,0,0,1,1,2,2,2,4,0,1,1,2,5,0,1,1,0,0,0,0,2,2,1,1,1,1,1,1,0,1,2,0,1,3,1,4,2,0,1,3,1,6,1,0,1,0,0,0,0,0,0,0,1,4,0
verb,5,3,4,0,4,3,4,0,5,8,6,1,1,1,2,0,3,2,2,5,1,1,5,2,5,1,4,3,2,3,6,10,5,4,9,1,4,4,5,1,5,7,8,1,4,5,4,5,4,3,3,6,7,10,5,6,4,3,2,1,0,0,0,2,6,3,0
