,,0,1,0,0,0,1,2,1,0,0,1,0,0,2,2,0,3,0,0,1,0,1,2,1,1,1,0,1,1,1,0,0
.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
PRP$,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,2,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0
RBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
adjective,2,1,2,1,6,3,4,7,3,0,1,0,5,2,2,2,5,2,1,5,1,0,0,0,1,2,2,1,0,1,2,0
adverb,1,2,3,0,2,5,1,8,0,1,0,1,2,2,1,1,0,0,0,1,0,1,2,0,0,0,1,0,1,2,1,0
article,1,3,4,0,4,9,4,5,2,0,1,2,2,8,1,1,6,2,3,4,0,2,6,2,1,3,2,4,0,3,1,0
conjunction,0,4,4,1,4,9,7,14,0,0,1,3,2,8,3,1,8,3,2,3,0,2,3,3,3,1,1,2,0,1,1,0
noun,2,5,8,3,9,15,12,18,1,0,6,4,3,14,7,5,11,5,3,8,1,5,10,6,10,6,3,8,1,6,4,0
numeral,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0
other,1,1,1,0,0,1,2,2,1,0,0,2,0,1,0,1,0,2,2,1,0,0,1,1,0,0,1,0,0,0,1,0
particle,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pronoun,2,2,0,0,1,0,1,2,0,0,0,1,1,3,0,2,1,1,2,1,0,1,1,0,1,0,0,0,1,0,3,0
verb,3,5,4,2,6,4,3,10,2,1,2,4,2,12,2,4,6,4,4,5,1,3,7,2,3,2,5,1,2,1,7,0
