,,0,0,2,1,0,2,0,1,2,0,1,0,0,0,2,2,1,0,0,1,0,5,0,0,1,0,0,2,0,1,0,0,1,1,0,1,0,0,0,2,3,0
.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
:,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRP$,0,1,0,1,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
RBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adjective,0,0,1,1,2,2,0,1,2,0,2,0,0,0,1,0,0,1,2,0,2,4,1,0,2,0,2,0,0,3,2,2,1,0,1,0,0,0,1,1,2,1
adverb,1,0,0,1,2,1,0,2,3,0,1,0,0,0,3,0,0,2,1,0,1,2,1,0,1,1,1,0,0,2,0,0,0,2,3,0,0,0,0,0,4,0
article,1,1,3,4,3,3,1,3,5,3,1,0,0,0,0,2,2,2,1,1,2,0,2,1,2,0,1,3,1,2,0,0,0,2,3,1,0,0,2,0,5,1
conjunction,0,1,4,7,0,8,2,5,10,2,2,0,0,0,2,0,3,2,0,3,3,3,1,0,1,0,2,2,0,4,1,0,2,2,6,0,0,0,2,0,4,2
noun,7,4,7,10,4,9,2,8,18,4,1,1,0,2,2,3,7,7,3,6,6,6,2,2,5,1,1,4,2,5,2,3,3,2,5,9,2,6,5,4,10,2
numeral,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
particle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pronoun,1,1,0,2,0,2,2,2,4,1,1,1,0,1,3,1,2,1,1,1,0,4,1,1,0,0,3,4,1,3,1,0,0,1,0,1,0,2,0,0,0,0
verb,2,3,3,7,5,4,3,2,15,3,5,0,0,1,6,3,9,3,5,6,3,6,1,1,5,1,5,4,1,5,2,1,3,2,5,2,1,3,1,0,2,1
