,,1,2,1,0,1,0,1,1,1,2,1,0,0,0,1,3,1,0,1,1,1,2,0,2,4,1,2,1,2,3,2,0,0,0,0,1,4,2,0,1,1,1,2,0,0,0,2,0,1,1,1,1,0
.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
PRP$,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,1,1,0,0
RBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
adjective,1,1,0,2,2,0,0,0,1,2,3,0,0,0,1,2,2,0,1,2,0,0,0,2,1,0,3,0,0,2,0,0,1,1,1,1,5,1,0,0,2,3,2,2,2,3,3,0,1,0,0,1,0
adverb,0,1,0,1,1,0,1,2,1,4,1,0,2,1,4,4,3,1,2,3,2,1,1,2,6,0,1,0,1,1,0,0,0,3,0,0,4,1,1,2,2,2,1,0,1,2,1,0,3,2,2,1,0
article,1,2,1,2,5,1,0,0,2,3,3,0,0,0,4,4,2,2,5,4,4,1,1,3,1,5,6,0,3,6,0,0,0,3,1,3,6,0,0,1,1,1,0,2,1,1,5,1,1,0,0,3,0
conjunction,2,7,2,2,4,2,3,0,3,3,4,2,2,0,6,3,2,0,6,3,3,1,4,14,2,3,8,7,5,8,0,0,0,6,1,4,7,0,3,1,0,4,3,1,2,3,2,2,6,2,1,2,0
noun,5,16,4,6,9,4,8,0,7,4,7,5,0,2,7,5,6,3,13,9,5,4,3,10,7,11,11,6,4,15,2,0,2,8,2,5,13,2,5,7,2,8,2,5,2,5,7,3,6,3,4,4,0
numeral,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
other,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,3,1,0,3,1,2,0,0,0,0,0,0,0,1,0,1,1,0,3,1,1,0,1,0,2,1,0,0,0
particle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pronoun,1,0,0,0,0,0,1,1,0,0,1,2,2,0,4,0,0,0,2,2,1,1,2,4,2,2,0,0,3,3,0,2,0,3,0,0,0,0,1,0,0,1,3,1,1,1,3,1,3,2,0,0,0
verb,3,3,1,4,2,2,3,3,5,3,1,2,5,0,6,5,5,2,5,6,6,1,5,6,6,4,5,7,3,8,2,1,0,6,0,1,5,3,2,3,2,3,4,3,1,2,6,2,6,5,2,3,0
