'',0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
,,0,2,0,0,2,1,0,1,1,0,2,2,3,0,3,0,0,2,0,1,0,1,0,1,1,1,1,1,2,1,1,0,0,1,0,0,0,0,1,2,0,0,0,1,1,1,2,0,1,2
-LRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-RRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
:,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRP$,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,1,0,1,0
RBR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
``,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
adjective,0,1,0,0,0,0,2,2,2,3,3,0,1,1,1,1,1,0,1,0,3,2,2,0,0,3,1,2,1,2,1,1,0,0,2,2,1,0,6,1,0,2,0,0,0,3,1,0,2,2
adverb,1,2,0,0,1,1,2,0,2,0,1,0,1,3,4,0,0,3,6,0,2,3,1,0,0,2,2,0,1,4,1,0,1,1,2,2,0,0,3,3,0,1,0,0,2,0,0,0,0,1
article,2,3,0,0,3,1,2,4,1,2,4,1,4,2,2,2,1,0,3,4,2,4,1,1,1,1,1,3,4,3,1,2,1,1,2,2,6,1,6,3,1,1,1,3,1,1,2,3,2,2
conjunction,2,4,0,1,3,2,4,6,4,5,2,2,5,2,4,1,0,6,4,2,2,1,3,1,1,4,1,2,6,3,6,1,5,0,3,2,3,0,11,2,4,1,1,3,3,3,6,0,2,5
noun,8,10,2,0,10,7,4,9,13,9,8,5,9,2,7,4,1,10,7,11,6,3,2,2,5,4,2,3,7,4,11,2,4,2,6,4,11,1,19,7,7,2,3,7,6,4,6,1,4,7
numeral,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
other,1,2,1,0,2,1,0,2,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,2,0,2,0,1,0,2,1,2,1,0,0,1,1,0,1,1,2,0,0,0,1,1,0
particle,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pronoun,2,0,0,0,0,1,2,1,4,2,0,0,1,0,3,1,1,1,1,0,1,5,1,1,1,3,0,0,2,0,1,0,1,0,3,1,0,0,1,2,0,0,1,0,1,0,1,0,1,0
verb,7,10,2,1,4,3,4,6,11,4,1,3,5,4,6,6,1,2,10,6,4,8,2,5,0,5,4,1,7,4,4,1,5,2,9,6,2,3,5,4,1,2,4,1,2,1,3,3,4,3
