,,0,0,4,2,0,0,2,1,2,2,0,0,1,0,4,1,2,1,6,2,1,2,0,2,0,0,3,1,0,2,1,3,0,0,3,2,0,1,0,0,4,1,0,0,1,0,1,1,2,1,0
-LRB-,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-RRB-,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
PRP$,0,0,1,3,1,0,0,1,3,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adjective,3,2,4,3,4,0,0,1,2,1,2,1,4,0,1,1,2,0,3,2,0,0,1,1,1,2,0,0,2,0,3,2,2,3,5,4,0,0,2,2,1,4,1,1,0,2,2,3,4,3,0
adverb,0,3,3,2,0,0,0,1,0,2,0,0,0,1,1,1,2,2,6,1,1,1,2,0,1,0,3,0,0,0,1,1,1,1,3,0,0,0,0,1,0,0,0,0,0,2,4,2,3,2,0
article,5,1,3,6,6,1,1,4,6,5,4,0,3,3,2,1,3,2,8,2,2,2,1,1,3,1,1,3,3,0,4,4,1,0,5,1,2,1,0,0,2,4,0,0,0,3,3,2,6,6,0
conjunction,5,2,6,8,2,1,1,4,11,4,1,2,4,4,3,3,5,1,7,5,2,5,1,2,2,0,1,6,3,7,7,4,1,2,3,2,4,2,3,1,7,5,5,1,5,1,6,3,9,3,0
noun,9,4,7,10,9,0,0,10,17,9,4,2,8,6,7,3,7,3,15,10,4,6,3,6,3,1,2,9,5,10,8,3,3,3,11,8,4,8,4,2,17,5,6,3,6,5,12,3,11,8,1
numeral,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0
other,0,1,1,1,1,0,0,1,2,4,0,0,1,0,2,0,1,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,1,0,0,0,1,0
particle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pronoun,0,0,0,4,3,1,2,0,0,0,0,2,1,0,2,0,0,0,2,1,0,1,0,0,0,0,3,0,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0
verb,3,3,2,6,5,1,3,1,2,4,1,5,3,2,6,3,3,3,5,3,4,4,2,1,1,1,5,5,2,3,5,2,1,1,12,2,2,3,3,1,3,1,5,2,5,2,1,3,7,9,0
