,,0,1,0,0,1,0,1,0,0,2,0,0,2,0,0,3,2,0,0,3,1,3,3,5,0,2,0,0,1,1,7,1,0,3,4,2,0,2,2,0,0,2,2,0,1,4,0,1,2,3,10,2,3,1,0,1,0,1,1,4,0,0,2,4,0,2,4,8,0,0,3,3,3,1,0,1,0,3,2,2,3,1,1,2,2,0,2,1,1,0,1,4,2,1,1,2,3,3,3,4,1,1,1,1,1,2,2,0,1,4,2,0,3,4,1,2,0,0,1,1,1,4,1,4
-LRB-,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-RRB-,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRP$,0,2,0,0,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,0,0,0,1,1,0,0,1,1,1,0,1,2,0,0,1,0,0,2,0,0,1,1,0,2,1,0,1,2,1,0,0,1,1,1,2,1,2,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
RBR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
``,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adjective,1,0,0,0,4,0,0,0,1,0,0,0,0,2,0,1,1,1,0,2,1,3,3,5,0,3,1,1,2,0,3,3,1,3,4,5,1,3,3,1,1,0,2,1,3,1,0,7,0,4,1,2,0,0,0,2,0,0,1,2,1,2,2,0,1,1,2,5,3,1,1,2,2,2,0,3,3,4,3,0,3,0,2,0,2,1,2,1,1,0,2,1,1,0,0,0,3,2,2,1,2,3,2,3,1,1,2,0,0,4,1,1,1,1,1,0,1,2,0,2,0,7,1,3
adverb,1,1,1,0,3,1,2,1,0,4,1,3,1,1,1,0,1,0,1,2,1,2,0,2,1,2,1,1,0,1,2,1,2,3,3,1,1,0,3,2,0,0,0,1,3,6,0,2,0,4,5,2,3,3,1,1,0,0,1,2,1,0,2,0,0,1,1,0,1,1,1,3,1,0,1,1,1,2,4,0,2,0,2,1,2,3,2,2,0,1,1,1,1,0,3,0,0,2,0,1,2,1,2,3,1,0,1,0,1,2,1,0,0,1,2,2,0,1,2,2,0,3,0,3
