'',0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
,,2,2,0,1,2,2,2,0,0,0,1,0,1,3,0,0,1,0,1,3,2,0,0,1,0,2,2,0,2,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0
-LRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-RRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
:,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRP$,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
UH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
``,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
adjective,2,2,0,0,0,2,1,0,0,0,3,2,2,1,0,0,2,0,0,1,3,2,0,2,2,1,3,0,1,1,1,1,3,2,1,0,1,3,0,1,0,1,0,0
adverb,4,2,0,0,3,1,1,1,1,3,0,0,2,1,0,0,0,0,1,1,2,1,0,2,0,3,1,1,0,3,0,2,1,1,0,0,1,1,1,0,0,0,1,0
article,6,5,1,0,1,1,1,0,0,0,3,1,2,4,0,1,0,0,2,0,1,1,1,4,2,2,2,0,2,1,0,0,3,0,1,0,2,1,0,0,0,1,3,0
conjunction,4,5,1,0,2,0,0,3,1,0,1,1,0,1,0,2,2,0,1,1,5,4,0,3,5,0,3,0,3,2,1,2,5,1,0,2,1,4,0,1,2,1,4,0
noun,7,5,3,3,2,6,8,7,0,0,2,2,1,7,0,1,4,0,3,5,6,8,4,7,8,3,5,2,5,2,0,5,2,3,2,4,2,4,0,1,2,1,5,0
numeral,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0
other,1,0,0,0,1,2,3,3,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,2,1,0,0,2,1,1,0,2,0,0,1,1,1,0,0,0,0,0,0
particle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pronoun,1,2,0,0,1,0,0,1,1,0,1,2,3,0,0,0,0,0,1,1,3,1,0,0,1,4,0,0,3,3,5,2,2,1,0,0,1,3,1,2,1,0,1,0
verb,4,3,2,0,3,2,2,5,2,0,1,2,4,2,1,1,2,0,11,1,7,2,2,4,1,6,3,1,7,6,5,3,7,2,0,4,3,7,2,1,2,1,1,0
