,,2,2,2,0,2,0,2,2,1,0,0,0,0,2,2,0,1,2,0,3,0,1,3,0,0,0,0,3,0,4,4,2,1,2,0,1,1,0,0,0,0,0,1,2,0,1,0,0
-LRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-RRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
PRP$,0,1,0,0,1,1,2,0,1,0,2,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,2,0,0,0,2,0,0,0,0
RBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adjective,2,3,4,1,2,1,1,5,1,0,0,4,2,3,0,1,1,6,2,3,0,1,3,0,0,1,1,5,1,2,4,4,2,3,3,0,1,2,2,0,0,4,2,3,0,0,0,0
adverb,0,0,1,0,0,4,0,3,3,2,1,1,0,0,0,1,1,0,0,3,2,2,1,1,1,1,0,0,0,4,0,1,4,5,0,3,7,2,5,6,1,2,2,0,2,1,0,0
article,6,6,8,7,8,4,2,8,3,0,2,2,7,3,2,5,1,1,1,6,1,5,9,2,4,1,0,4,3,5,8,6,3,2,3,6,2,1,7,4,2,3,3,3,0,1,1,0
conjunction,6,6,5,7,11,2,2,8,3,0,2,4,9,4,2,2,5,7,0,7,0,7,11,1,1,1,0,9,3,8,7,8,11,4,3,3,6,0,6,7,1,3,1,4,0,2,1,0
noun,10,15,10,20,17,10,9,10,7,1,3,10,23,9,9,7,8,12,2,15,1,13,16,4,4,0,0,12,12,13,13,18,13,9,8,6,5,2,13,7,3,8,6,9,4,3,4,1
numeral,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,3,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
other,0,0,1,1,0,2,2,0,2,0,1,1,1,0,2,0,0,4,0,1,0,0,0,0,0,0,1,0,0,3,1,0,2,1,1,1,1,0,3,1,1,1,0,1,0,0,0,0
particle,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
pronoun,0,0,0,0,0,1,2,3,4,3,3,0,0,1,1,0,0,3,0,3,2,0,0,0,0,1,2,2,0,1,0,2,1,0,0,2,1,1,0,4,0,2,1,2,0,1,1,0
verb,5,5,1,4,6,5,4,7,7,4,7,4,4,4,3,5,4,9,1,5,4,5,6,2,2,1,2,5,5,6,4,7,8,2,2,6,4,3,4,7,2,8,4,4,4,1,4,0
