,,0,1,0,0,0,1,2,1,0,0,0,0,0,2,2,0,3,0,0,1,0,1,2,1,1,1,0,1,0,1,0,0
.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
PRP$,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,2,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0
RBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
adjective,2,1,2,1,7,3,5,7,3,0,1,0,5,1,2,2,5,2,1,5,1,0,0,0,1,1,2,1,0,1,1,0
adverb,1,2,3,0,2,5,1,9,0,1,0,1,2,2,1,1,0,0,0,1,0,1,2,0,0,0,1,0,1,2,1,0
article,1,3,4,0,3,9,4,5,2,0,1,2,2,8,1,1,6,2,3,4,0,2,6,2,1,3,2,4,0,3,1,0
conjunction,0,4,4,1,3,9,5,12,0,0,1,3,2,8,3,1,8,3,2,3,0,2,3,3,3,1,1,2,0,1,1,0
noun,2,5,8,3,8,15,10,17,1,0,5,4,3,14,7,5,10,4,3,7,1,5,10,6,9,5,3,7,1,6,4,0
numeral,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
other,1,1,1,0,0,1,2,2,1,0,0,2,0,1,0,1,0,2,2,1,0,0,1,1,0,0,1,0,0,0,1,0
particle,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pronoun,2,2,0,0,1,0,1,2,0,0,0,1,1,3,0,2,1,1,2,1,0,1,1,0,1,0,0,0,1,0,3,0
verb,3,5,4,2,5,4,4,10,2,1,2,4,2,12,2,4,6,4,4,5,1,3,7,2,3,2,5,1,2,1,7,0
