,,0,0,2,2,0,3,3,0,2,2,0,1,3,3,1,0,1,1,1,0,3,0,1,1,0,0,1,0,5,0,0,1,1,4,2,3,1,0,0,2,2,1,0,0,3,1,0,0
-LRB-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
-RRB-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
.,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRP$,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0
RBR,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adjective,1,1,4,3,2,1,3,0,3,2,3,2,2,2,0,1,0,1,2,2,1,3,1,0,0,2,3,0,4,1,1,2,6,8,1,1,1,1,1,0,0,0,1,0,1,2,2,0
adverb,0,0,0,0,4,1,1,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,2,0,2,0,1,0,1,3,2,0,1,1,4,2,1,0,3,2,1,1,2,0
article,3,2,2,1,3,3,3,1,5,0,3,0,3,2,1,0,0,1,3,0,0,3,0,0,1,0,1,2,1,2,0,0,1,2,0,1,3,1,2,1,0,2,5,2,1,2,1,0
conjunction,2,2,5,3,4,1,6,1,5,0,2,2,4,5,5,1,1,3,6,3,1,4,1,1,1,1,2,2,1,4,1,4,5,8,2,4,5,2,2,5,4,1,3,1,7,2,2,0
noun,7,4,9,2,6,5,5,3,6,4,6,6,12,10,6,2,1,8,11,4,2,8,2,1,2,0,4,6,6,6,2,3,7,18,1,8,8,5,7,7,9,6,8,2,10,3,2,0
numeral,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0
other,0,2,3,0,0,0,1,1,1,1,2,0,1,2,0,1,0,0,0,0,1,1,2,2,0,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0
particle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
pronoun,0,3,3,0,2,2,3,0,2,2,0,0,2,1,2,1,0,0,1,0,0,0,3,3,0,0,1,0,0,4,0,1,0,0,3,0,1,1,0,0,0,2,2,0,0,0,1,0
verb,1,3,7,1,3,2,3,2,6,3,5,2,2,5,3,4,0,4,7,2,6,6,4,3,1,0,5,2,4,4,4,4,3,8,7,3,4,3,3,3,1,6,6,3,2,3,3,0
