,,2,0,0,0,0,0,4,4,1,2,1,5,4,0,2,8,2,3,0,3,1,0,2,2,1,2,3,0,0,1,0,0,3,1,0,1,5,0,2,2,2,2,2,1,0,2,0,0,0,0,5,1,0
-LRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-RRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PRP$,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,3,2,1,0,0,0,0,2,1,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0
RBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
``,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
adjective,1,3,0,1,0,0,7,1,1,4,3,7,1,0,5,9,2,1,1,6,2,1,2,4,3,6,1,0,1,0,2,5,4,5,2,3,4,3,3,3,3,3,4,4,1,0,2,0,0,0,7,2,0
adverb,3,0,1,0,0,0,1,3,1,3,2,3,4,0,0,4,1,2,0,2,3,0,4,6,0,2,1,0,2,2,0,1,1,1,1,4,2,0,2,0,1,3,1,3,3,0,1,0,0,1,2,4,0
article,1,1,1,0,1,1,5,2,1,4,1,7,0,5,6,10,5,6,3,6,3,1,2,5,4,4,3,1,2,0,3,2,3,2,3,3,3,1,1,6,2,7,1,2,2,1,2,2,2,0,0,0,0
conjunction,2,2,0,2,0,2,2,3,2,5,2,11,1,3,7,12,3,4,5,7,6,2,3,15,3,6,3,1,4,5,6,2,3,10,3,5,8,3,3,9,5,8,2,5,2,7,0,1,1,0,3,4,0
noun,5,3,1,3,3,5,9,8,3,7,1,14,4,7,10,15,7,12,8,9,12,5,5,17,7,12,9,2,6,4,11,4,13,8,5,8,14,5,4,10,9,5,5,4,3,12,3,3,3,2,4,2,0
numeral,0,1,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
other,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,2,0,1,0,1,2,0,0,2,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0
particle,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pronoun,1,0,1,1,1,3,0,3,0,0,1,4,0,0,0,1,1,2,1,2,0,1,1,1,3,1,1,1,1,0,1,2,1,1,3,1,1,1,0,1,0,1,1,2,0,0,0,0,0,0,1,1,0
verb,6,2,1,0,2,2,4,9,2,3,2,8,4,2,2,8,6,8,3,8,6,3,4,10,6,4,4,3,5,3,6,7,4,4,9,5,4,1,3,5,6,4,4,5,3,7,1,1,1,1,3,1,0
