,,1,2,0,3,2,0,0,0,2,0,2,1,4,0,0,2,1,0,1,5,1,4,4,1,3,3,2,3,1,1,0,1,1,0,2,1,2,2,3,1,0,0,2,1,0,0,0,0
-LRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-RRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PRP$,0,0,1,1,0,0,0,1,0,0,1,3,0,0,1,0,1,0,1,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,1,0,1,0,1,0
RBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adjective,1,3,1,0,4,0,0,2,2,2,2,1,1,0,0,1,3,1,1,2,3,2,3,1,0,1,1,3,4,0,0,2,1,1,2,0,2,1,2,2,2,0,3,3,1,1,1,0
adverb,0,1,1,1,1,0,0,0,0,2,1,3,1,0,0,0,1,1,2,3,0,5,3,0,4,2,0,0,0,2,1,1,1,0,3,3,3,2,2,1,3,0,1,4,0,1,1,0
article,4,0,0,2,1,2,0,1,1,2,2,1,0,0,0,1,5,5,2,7,3,3,5,1,2,4,3,2,4,1,3,2,5,0,6,0,3,2,4,4,1,2,1,3,0,0,0,0
conjunction,3,4,2,2,2,3,1,2,3,0,4,3,5,1,1,5,8,2,3,6,3,6,5,4,5,7,7,9,5,1,4,3,4,2,4,1,3,4,3,5,5,0,5,2,0,0,0,0
noun,4,4,2,2,1,1,0,5,1,4,5,5,5,3,1,7,13,8,9,12,7,6,7,3,9,11,7,14,9,2,5,3,7,2,9,3,5,6,7,11,6,2,10,5,1,3,1,0
numeral,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
other,0,0,0,2,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,2,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
particle,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pronoun,1,3,1,1,2,2,2,0,2,2,0,3,2,1,2,1,2,0,1,2,2,1,4,4,0,4,1,5,0,0,0,0,0,0,0,2,0,2,0,0,2,1,0,1,0,0,0,0
verb,3,4,0,3,1,3,2,1,4,3,5,7,4,1,2,4,4,4,2,7,3,6,10,5,4,8,6,6,5,3,2,3,5,1,5,3,1,3,1,3,4,1,4,4,1,1,1,0
