,,4,3,1,0,1,0,3,2,3,6,0,4,1,0,0,2,2,1,6,0,2,3,1,1,3,3,4,5,0,3,1,1,0,0,0,5,0,3,4,2,2,0
-LRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
-RRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRP$,1,3,1,0,0,0,0,1,3,3,0,1,2,3,1,0,0,0,3,0,0,1,1,1,3,0,2,1,0,0,4,0,0,0,0,1,0,0,2,2,0,0
RBR,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
adjective,1,4,1,0,1,0,0,4,6,5,0,1,1,6,5,3,1,2,6,1,2,4,2,0,2,4,4,7,0,2,3,0,0,0,2,5,0,3,2,2,4,0
adverb,0,1,4,1,1,0,2,1,2,7,0,2,1,2,3,1,2,1,3,1,3,3,2,0,2,2,1,6,2,1,3,0,0,1,1,3,1,5,1,1,6,0
article,1,6,2,1,1,1,3,5,3,7,2,3,4,5,4,5,2,5,3,2,3,3,4,1,3,3,7,9,1,0,3,0,0,1,2,3,2,4,3,4,7,0
conjunction,7,9,8,3,1,0,5,6,10,13,1,6,2,4,5,6,1,4,9,1,6,8,5,3,6,3,8,12,3,3,12,0,0,1,2,8,1,7,8,8,10,0
noun,17,14,7,2,4,2,9,8,7,23,2,16,7,8,7,6,1,9,9,4,6,20,6,5,8,7,8,18,2,3,10,0,0,0,2,7,2,14,9,7,11,0
numeral,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
other,0,1,0,0,0,0,1,1,0,1,0,1,0,3,1,2,1,0,2,2,0,0,0,0,0,1,1,2,1,0,2,0,0,0,0,1,0,1,1,1,0,0
particle,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pronoun,0,0,3,1,1,0,2,4,5,4,0,2,0,2,2,2,1,1,3,0,4,3,1,0,0,1,1,2,3,1,2,1,1,1,0,4,1,2,3,3,1,0
verb,1,5,8,1,2,0,5,8,11,12,0,3,3,7,3,5,3,1,6,3,7,6,3,0,2,5,6,7,6,5,8,1,0,2,2,7,4,6,7,4,10,0
