,,2,0,2,1,3,0,1,3,0,2,0,1,1,4,2,1,0,0,1,2,6,3,6,1,1,5,4,2,0,3,7,1,3,2,2,0,3,1,0
-LRB-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,2,1,2,0,0
-RRB-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,1,1,0,2,1,1,0,0
.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
:,0,0,0,1,0,2,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
PRP$,1,0,0,0,0,0,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,1,2,0
RBR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
adjective,4,0,1,0,4,1,2,1,0,6,2,2,5,2,8,3,1,2,1,4,5,0,5,1,1,1,6,2,2,6,3,4,5,0,4,1,4,1,0
adverb,1,0,3,0,0,3,1,0,1,1,0,1,1,6,8,2,1,0,0,3,0,4,4,1,1,2,5,0,1,2,3,3,3,0,0,1,1,2,0
article,2,1,8,0,6,3,3,4,0,2,2,4,3,7,6,3,2,0,2,1,7,4,11,4,3,1,3,0,4,5,1,7,4,3,6,2,4,2,0
conjunction,5,1,9,0,6,8,5,4,1,8,2,2,3,5,12,2,1,0,1,4,8,3,9,4,2,2,6,1,3,9,8,9,0,4,6,4,11,4,0
noun,9,5,16,1,11,17,11,12,2,10,4,1,6,10,16,5,2,1,5,8,19,5,26,4,4,6,6,3,6,16,22,12,7,9,16,5,13,6,0
numeral,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0
other,1,0,0,2,2,0,1,0,0,0,0,0,1,1,3,0,1,1,0,0,3,1,2,1,1,0,0,1,0,2,0,0,0,1,0,0,1,0,0
particle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pronoun,0,1,0,0,2,0,1,0,0,0,0,0,0,1,4,1,0,0,1,3,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,2,0
verb,1,2,7,2,3,0,6,2,1,3,3,2,2,7,12,6,1,2,2,8,11,5,8,2,1,4,7,2,2,7,1,7,6,2,3,4,3,4,0
