,,3,0,0,0,0,0,1,2,0,1,1,3,0,10,3,6,3,2,1,5,3,5,1,3,1,2,0,0,3,2,1,4,1,2,1,2,2,2,0,0,1,0
-LRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-RRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
:,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
PRP$,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,2,1,0,1,1,0,1,0,1,0,1,0,2,0,0,1,0
RBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
adjective,4,1,0,0,3,0,3,1,1,2,3,4,1,10,3,4,3,1,3,4,4,6,1,3,2,7,2,1,2,8,5,5,3,1,2,2,4,7,0,2,1,0
adverb,1,1,0,1,0,0,0,2,0,0,0,2,1,0,1,0,7,0,1,2,0,6,1,3,3,5,2,0,1,0,2,2,3,4,1,0,2,0,1,3,3,0
article,1,4,2,0,2,2,2,1,1,2,4,2,2,6,2,3,6,3,4,3,3,6,3,4,2,2,5,0,4,7,3,5,5,4,4,1,3,6,3,2,1,0
conjunction,2,5,0,3,2,2,4,0,1,2,5,7,2,8,3,2,8,7,5,8,5,9,1,2,5,8,7,1,4,8,7,4,5,4,4,3,6,8,2,4,3,0
noun,6,4,1,2,2,4,6,0,0,4,8,13,2,13,6,13,8,9,4,17,7,16,1,4,5,15,9,1,6,14,10,9,11,8,8,7,5,14,2,8,1,0
numeral,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,1,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
other,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,2,1,2,0,1,0,0,1,2,1,2,0,0,2,0,0,1,0,2,0,0
particle,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
pronoun,0,3,1,1,1,1,1,2,0,0,3,0,2,0,1,1,4,0,0,0,0,3,2,1,1,2,1,0,1,2,0,0,0,2,1,0,2,0,0,0,3,0
verb,3,4,3,2,1,1,2,2,3,1,4,0,4,3,2,3,7,10,3,3,2,8,3,5,2,3,5,1,2,5,4,5,6,4,6,2,2,5,2,5,4,0
