,,1,5,0,2,0,0,2,1,2,1,0,1,0,3,1,1,1,0,1,1,2,1,1,1,0,1,4,1,1,0,1,0,1,0,0,0,1,1,4,1,2,1,0
.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PRP$,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,2,1,1,1,0,1,0,1,1,0,2,0
RBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adjective,0,0,3,5,1,3,1,3,3,3,0,1,0,5,2,1,3,1,2,0,1,2,2,2,1,3,5,4,2,3,0,2,3,1,1,2,2,4,4,2,0,2,0
adverb,0,0,1,0,1,0,1,1,2,3,2,1,1,0,0,0,2,1,1,0,0,1,0,0,0,2,1,1,2,0,2,1,1,0,0,1,1,0,1,0,1,1,0
article,3,0,3,6,2,2,2,3,0,5,0,2,2,5,2,1,3,0,2,0,2,1,1,1,1,1,3,4,4,2,1,1,2,2,2,3,2,2,3,0,0,1,0
conjunction,3,1,4,6,0,1,5,8,0,3,1,3,3,7,3,1,4,1,3,2,4,2,1,1,0,5,7,6,4,5,4,3,3,3,0,3,1,2,2,2,2,4,0
noun,9,8,5,12,1,6,8,9,3,9,4,4,2,12,5,3,10,6,5,4,7,6,2,2,3,5,16,6,11,8,4,8,5,3,1,5,5,3,12,6,2,5,0
numeral,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
particle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pronoun,0,1,1,0,0,1,1,0,0,4,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0
verb,3,3,3,3,1,2,2,2,2,9,1,1,3,5,2,1,3,2,2,2,0,1,4,2,1,2,3,5,4,1,2,5,2,1,2,5,2,2,3,6,1,2,0
