,,2,2,2,3,2,4,2,4,2,1,3,1,1,0,4,3,3,1,0,1,1,2,1,1,3,1,3,1,3,1,4,1,0,0,0,2,2,2,0
-LRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-RRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PRP$,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,2,0,2,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0,1,1,2,0
RBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adjective,1,0,2,2,1,2,3,4,1,0,1,2,1,1,9,1,2,1,1,3,2,1,1,0,0,2,3,2,3,0,2,1,1,0,0,1,3,2,0
adverb,1,0,0,4,1,0,2,1,1,1,2,0,1,1,2,2,2,1,1,1,0,4,2,2,1,2,1,0,1,0,4,0,2,1,0,0,0,2,0
article,1,1,1,3,1,5,3,4,4,4,1,0,1,2,8,0,4,3,1,4,3,2,2,1,2,2,3,1,5,3,3,1,2,4,1,1,2,2,0
conjunction,3,1,5,5,2,7,5,5,3,3,3,3,3,2,8,2,5,3,1,7,3,4,4,2,3,4,1,1,4,6,4,2,3,5,3,3,5,2,0
noun,7,4,6,8,4,12,7,10,9,9,6,8,3,4,12,3,12,8,1,12,8,3,6,3,7,5,4,2,9,8,13,2,3,4,1,8,7,4,0
numeral,0,0,1,2,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,1,0,1,3,2,1,0,2,0,0,0,2,0,0,0,0,1,0
particle,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
pronoun,1,0,1,3,1,1,2,0,1,1,1,2,2,2,2,0,3,1,0,1,4,4,0,1,1,0,2,0,2,2,1,0,2,2,2,0,2,0,0
verb,4,1,2,3,3,3,5,2,5,5,1,4,3,2,7,3,6,6,2,6,7,4,2,5,5,4,1,1,4,2,8,1,4,4,3,3,3,2,0
