Adv,2,1,3,1,0,1,0,2,2,1,1,0,2,0,0,1,1,1,1,4,0,0,0,0,0,0,0,0,1,2,2,1,0,1,1,0,1,3,0,2,2,1,0,0
Art,5,1,1,2,1,3,3,3,3,3,3,4,1,0,1,2,2,2,2,1,0,0,1,2,0,0,0,0,0,1,5,2,4,4,2,1,2,3,2,4,3,3,1,0
Int,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Num,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
Prep,5,1,0,3,0,1,1,2,1,2,2,2,0,0,1,1,0,2,2,0,0,0,2,1,0,2,2,0,0,0,2,2,6,4,2,1,3,0,3,3,3,1,0,0
Pron,0,0,3,1,1,1,0,0,2,1,1,2,1,1,2,4,1,1,2,1,1,0,1,1,0,0,0,0,1,1,1,1,0,2,2,2,3,1,2,1,1,3,1,0
Punc,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,3,2,2,1,2,1,0,0,0,1,0,2,0,0
adjective,1,1,2,0,2,0,4,0,1,2,1,2,4,1,0,1,0,1,2,1,0,2,0,0,1,0,0,0,0,0,1,3,4,2,3,1,2,1,0,3,1,0,1,0
conjunction,0,1,1,1,1,1,0,2,3,1,1,3,1,1,0,2,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,3,1,2,1,0,1,0,1,0,2,0,0
noun,7,3,2,3,1,4,4,4,4,3,4,6,3,1,2,6,3,4,4,0,1,1,4,4,0,1,3,1,0,1,6,6,7,6,6,5,4,3,4,11,3,7,1,0
verb,4,2,2,3,2,3,2,1,4,2,4,3,6,4,1,6,3,1,1,1,0,1,2,1,2,0,1,2,1,2,5,1,2,5,1,4,5,3,2,5,1,7,2,0
