'',0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2,1,1,0,0,4,0,5,1,1,1,2,2,0,0,0,0,0,1,0,1,1,2,1,0,1,0,0,0,1,1,1,1,0,3,0,0,0
.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRP$,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
RBR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
UH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adjective,3,0,0,2,4,4,3,8,0,0,1,0,2,0,1,0,0,0,0,0,2,2,1,1,2,1,0,0,0,1,0,2,0,2,1,1,0,0
adverb,0,2,1,1,0,1,1,5,0,0,0,0,3,0,1,2,2,0,0,0,1,3,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0
article,5,4,0,0,2,1,1,4,2,4,1,3,5,4,0,1,2,0,1,0,3,3,3,3,2,2,2,0,0,2,1,4,5,1,3,0,2,0
conjunction,8,3,1,0,1,4,2,9,2,4,1,5,5,2,1,2,3,2,1,0,1,2,4,6,2,1,1,1,0,3,1,3,4,2,4,3,0,0
noun,11,4,2,1,5,13,1,16,2,6,3,11,9,2,3,1,6,4,3,0,7,11,7,10,3,3,7,2,0,4,5,6,10,2,7,5,3,0
numeral,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,1,1,1,1,0,0,0
other,1,1,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
particle,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pronoun,0,2,0,0,0,1,0,4,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,1,1,0,0,1,0,0,0
verb,7,5,3,1,2,4,1,6,2,1,1,1,3,3,4,3,3,2,2,0,1,3,1,3,2,2,4,1,4,4,4,5,7,1,5,4,1,0
