,,0,2,1,1,2,4,0,0,0,0,2,1,0,1,1,1,6,0,0,2,1,0,0,0,1,2,1,1,2,4,1,0,1,2,1,0,0
-LRB-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-RRB-,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRP$,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0
RBR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
adjective,0,0,3,2,2,2,1,0,0,0,1,0,0,2,5,1,4,0,0,2,1,0,0,0,1,3,3,0,1,1,0,4,1,3,2,2,0
adverb,0,0,1,2,1,2,0,0,0,1,3,0,1,1,3,2,2,0,0,0,0,0,0,0,2,2,5,3,2,0,0,3,1,0,4,0,0
article,0,1,5,2,4,2,2,0,0,1,4,0,1,1,4,1,7,1,0,5,2,0,1,2,2,3,2,2,4,3,0,4,1,5,3,1,0
conjunction,0,1,4,2,5,6,2,0,0,1,3,3,2,2,5,1,7,0,0,4,3,0,2,0,1,4,5,4,6,7,1,2,4,8,6,3,0
noun,4,6,8,5,7,15,7,2,2,1,8,3,2,6,6,7,16,6,2,9,4,1,2,4,5,9,11,11,7,11,2,6,6,11,7,6,0
numeral,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
other,0,1,0,0,2,0,1,0,0,0,4,0,1,0,1,2,2,1,0,0,0,0,0,1,0,0,0,1,3,0,0,0,1,2,1,1,0
particle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pronoun,1,0,0,1,4,1,0,0,0,0,2,5,0,1,0,1,4,2,0,0,0,0,1,0,0,2,1,0,2,0,0,0,1,0,1,0,0
verb,1,2,2,1,10,5,5,0,0,0,6,4,0,2,3,4,10,4,0,0,0,1,1,2,3,2,6,6,8,5,0,3,6,4,7,4,0
