,,0,0,3,2,0,0,2,0,3,3,0,0,3,0,1,4,1,4,0,1,2,1,2,2,0,0,1,5,0,1,3,1,2,1,3,0,0
-LRB-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-RRB-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
PRP$,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,1,0
RBR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UH,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adjective,2,2,4,5,0,0,1,3,1,3,2,1,4,2,4,3,3,3,1,1,3,1,2,2,0,1,0,1,1,4,2,0,3,1,3,0,0
adverb,0,0,1,1,1,0,0,2,2,0,1,0,2,1,0,1,4,1,1,1,1,0,2,2,1,1,1,3,0,0,1,0,2,0,0,1,0
article,1,1,5,7,2,7,1,2,2,4,2,1,4,3,2,8,5,2,4,2,5,3,3,3,2,1,1,5,1,5,6,3,3,5,3,2,0
conjunction,2,2,7,5,1,7,4,2,6,2,2,0,3,2,3,7,6,5,4,2,9,1,5,4,1,1,4,7,1,5,6,4,4,6,7,2,0
noun,6,4,7,9,1,13,6,5,11,7,2,1,7,5,6,11,15,8,5,4,9,4,8,8,4,3,0,13,1,8,10,3,5,9,6,2,0
numeral,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,0,0,1,1,0,1,2,0,2,2,1,2,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
particle,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pronoun,1,0,0,3,0,1,1,2,1,1,1,1,1,0,1,2,1,1,2,0,0,0,0,0,0,0,5,3,1,0,2,0,1,1,0,1,0
verb,2,0,3,5,3,5,8,4,5,6,3,4,5,1,1,6,10,4,2,1,4,1,5,7,2,2,2,7,1,2,4,0,7,6,3,5,0
