,,0,0,0,0,1,0,1,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRP$,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
RBR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adjective,0,4,1,0,1,1,1,0,0,0,2,1,3,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,4,0,1,0,0,0,0,0,0
adverb,1,1,4,0,2,1,2,0,1,1,2,1,2,0,0,0,0,0,2,1,0,0,1,1,3,0,0,0,0,0,2,0,0,0,5,0,0,1,0,0,0,0,0
article,2,1,1,1,0,1,3,4,0,2,6,1,2,2,2,0,3,0,2,1,0,1,0,1,6,0,0,0,1,1,3,0,1,1,4,1,1,2,0,0,0,0,0
conjunction,3,3,4,0,1,2,2,4,2,2,8,2,3,2,1,0,1,0,3,1,0,1,2,0,5,0,1,0,0,2,4,1,0,1,4,0,0,1,0,0,0,1,0
noun,5,5,6,1,1,2,2,8,6,2,14,1,4,7,3,0,2,1,5,3,1,2,1,0,7,0,1,2,2,2,5,2,1,2,16,2,1,1,2,3,1,0,0
numeral,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
other,1,1,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
particle,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
pronoun,0,1,2,1,1,0,2,1,0,1,0,1,1,1,0,0,0,0,2,1,0,1,3,1,1,2,1,2,0,1,2,0,1,0,2,0,2,0,0,0,0,1,0
verb,4,2,6,3,3,2,6,4,3,2,3,1,3,4,2,0,0,0,3,2,0,1,4,4,6,2,2,1,2,1,2,0,0,1,9,0,2,1,0,0,0,2,0
