'',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
,,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,2,2,3,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,3,1,3,5,3,1,5,2,0,0,0,4,0,2,2,1,0,0,3,0,2,0,1,1,6,0,2,1,0,1,5,3,0,0,1,0
-LRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
-RRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
PRP$,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,2,0,1,0,0,1,0,2,0,1,0,2,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
UH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
``,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,1,0,2,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0
adjective,0,0,1,2,1,1,1,0,1,1,1,2,0,0,0,0,1,1,7,1,1,0,1,3,0,0,1,2,1,0,0,0,1,0,2,3,2,1,1,3,5,1,0,0,0,5,0,2,1,0,0,0,4,2,2,0,2,0,0,0,5,1,0,0,3,3,0,0,1,0
adverb,1,0,0,0,0,1,0,0,2,2,1,0,0,0,0,2,2,2,3,1,2,2,0,1,1,3,3,2,2,2,0,0,1,0,2,1,2,5,1,0,10,5,1,0,1,2,0,0,3,0,0,1,5,1,0,0,1,1,3,2,0,2,0,1,3,1,0,1,0,2
article,1,0,3,0,1,1,0,1,2,2,1,1,1,1,2,1,0,5,0,0,0,1,2,4,0,0,2,4,0,2,0,0,2,0,3,2,2,2,2,4,2,4,0,1,1,8,1,2,5,0,2,1,5,0,2,0,1,1,4,0,1,0,1,0,3,4,0,1,0,0
conjunction,0,0,4,0,0,1,1,0,2,1,1,1,0,0,0,2,1,3,2,0,2,2,1,5,1,2,5,5,0,5,0,0,0,1,7,4,0,8,4,1,5,4,0,0,1,6,1,3,4,1,1,1,8,1,4,0,2,2,5,0,4,0,1,2,5,7,1,1,1,1
noun,1,0,6,1,0,0,3,2,1,2,2,5,1,1,2,2,1,3,2,1,3,2,3,7,0,2,2,7,0,7,1,1,2,1,6,5,9,5,5,6,4,4,0,1,1,10,2,3,7,3,4,1,10,0,5,0,3,1,14,0,3,2,1,1,6,8,1,2,2,0
numeral,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
other,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0
particle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pronoun,1,2,2,1,3,2,0,1,2,1,1,0,2,0,0,1,2,3,2,1,1,2,1,0,2,2,5,2,2,2,0,0,0,1,2,0,2,2,2,1,7,2,0,0,1,5,1,4,5,4,1,4,6,1,2,0,0,1,6,2,0,1,1,0,4,4,0,0,0,2
verb,2,2,3,1,6,3,1,1,5,2,3,2,4,0,2,2,3,8,3,2,5,2,6,2,5,2,8,5,2,6,0,0,1,1,9,2,4,4,4,3,9,9,0,1,2,9,0,4,6,2,2,3,13,1,3,0,0,2,7,2,1,2,4,2,10,9,0,2,1,3
