,,3,1,1,2,2,1,0,0,2,2,1,1,4,1,1,0,0,0,1,0,1,1,4,0,1,0,1,0,0,0,2,0,0,1,2,1
:,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
PRP$,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
RBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
``,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
adjective,4,2,0,2,3,3,0,0,2,3,1,0,3,1,2,0,0,0,1,1,3,2,2,0,0,0,1,1,0,0,1,0,2,0,7,1
adverb,2,1,2,1,1,0,2,5,1,2,0,0,2,1,0,1,0,0,1,0,1,5,3,1,0,1,0,3,0,3,0,0,1,2,4,0
article,3,5,3,4,4,5,1,1,1,6,1,3,7,1,2,2,0,1,3,1,2,5,5,1,2,0,2,0,0,0,2,0,3,2,7,1
conjunction,4,6,2,5,5,5,0,2,0,7,2,5,6,1,3,2,1,0,1,2,3,4,4,1,4,2,2,1,1,1,3,2,2,2,10,2
noun,7,10,2,9,9,7,0,3,2,9,2,5,10,2,6,2,0,3,1,1,4,8,9,1,7,4,3,1,0,1,8,4,4,2,10,3
numeral,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
other,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,1,0,2,1,0,1,1,0
particle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pronoun,0,1,3,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,2,1,1,2,1,4,1
verb,2,4,5,4,3,4,2,6,1,3,4,2,8,2,2,3,0,2,2,1,3,6,6,1,1,2,1,4,3,4,6,3,5,3,13,3
