'',0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,,1,1,2,3,0,1,2,0,1,1,1,3,2,0,0,0,0,1,2,2,2,1,1,2,1,3,0,1,5,1,0,0,1,2,2,0,1,0,1
:,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PRP$,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,1,2,0,0,0,1,0,0,1,1,1,1,0,1,2,0,0,0,0
RBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
``,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
adjective,1,0,2,2,0,0,1,0,2,0,2,1,0,1,0,0,1,3,2,2,4,2,1,2,0,0,1,0,1,2,0,0,1,1,4,0,0,1,1
adverb,2,2,1,1,0,2,2,1,3,2,2,3,0,0,1,1,2,0,0,0,3,1,1,0,3,1,0,1,1,2,1,0,2,2,1,1,2,0,2
article,4,2,5,3,0,2,0,1,2,3,3,3,1,1,0,0,1,4,3,3,3,2,3,4,0,2,4,3,3,5,0,1,1,3,2,1,0,1,0
conjunction,4,2,8,3,1,8,1,1,2,4,3,5,3,0,0,1,4,5,1,3,7,3,2,3,0,3,2,2,4,6,5,2,2,5,5,4,1,0,0
noun,6,3,14,7,1,10,0,2,4,5,9,8,5,1,0,0,7,8,4,6,9,7,3,7,0,5,6,2,9,8,9,2,3,11,14,7,1,0,2
numeral,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
other,0,0,1,1,0,1,0,3,1,2,4,2,0,0,0,0,2,1,0,1,0,3,0,0,0,0,2,0,1,0,1,0,0,1,2,1,0,0,1
particle,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pronoun,2,1,2,1,0,1,1,2,0,2,2,3,1,0,1,1,2,0,0,1,1,0,0,3,1,3,0,0,0,2,1,1,1,0,2,2,1,0,2
verb,3,4,7,6,0,6,2,6,8,4,9,11,3,3,2,1,8,3,3,4,10,3,1,5,1,7,6,2,6,8,1,1,4,4,6,6,3,1,4
