'',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,1,0,0,1,0,0,2,0,0,0,0,0,2,2,0,0,4,1,0,0,0,2,2,0,0,2,0,0,0,0,2,3,0,0,0,0,0,2,0,1,1,0
-LRB-,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-RRB-,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRP$,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0
RBR,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
``,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adjective,4,0,0,3,1,3,3,0,0,0,0,2,1,3,0,4,3,1,1,1,2,1,3,1,1,3,2,3,0,0,1,3,0,0,2,0,2,2,1,1,0,0
adverb,1,0,1,1,1,1,1,1,0,0,0,2,3,2,1,0,0,2,2,0,2,0,1,0,0,1,0,3,0,1,4,1,2,2,0,1,0,1,1,0,0,0
article,4,1,0,1,4,2,3,0,0,1,0,2,1,2,0,4,5,2,1,0,2,3,2,0,1,2,0,2,1,0,5,3,1,0,0,2,2,1,0,1,0,0
conjunction,8,1,0,3,8,1,5,1,0,0,1,2,3,4,0,8,4,3,2,1,4,1,4,1,0,5,3,7,1,1,8,8,2,0,2,4,2,1,1,1,0,0
noun,10,3,0,6,14,5,12,1,1,0,0,4,4,6,2,13,16,8,8,4,4,7,12,0,1,11,3,9,1,1,11,14,3,1,1,3,4,5,3,2,2,0
numeral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
other,1,0,0,2,0,2,1,0,0,0,0,0,1,2,0,1,1,4,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
particle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pronoun,0,0,1,0,1,0,0,1,0,1,2,0,2,3,1,1,1,2,1,0,1,1,2,1,0,2,1,1,1,1,2,0,1,1,0,2,0,4,1,1,2,0
verb,2,2,2,4,7,3,4,3,0,2,2,2,5,6,3,7,3,8,2,2,2,3,5,1,1,3,2,9,3,2,9,2,1,3,1,7,1,5,3,3,2,0
