'',0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,1,0,0,0,1,0,0,1,0,3,0,0,1,1,0,0
,,0,1,0,1,7,2,0,1,1,2,1,0,0,2,0,0,0,0,0,1,0,0,2,2,1,5,1,1,0,2,2,0,2,2,5,4,0,3,2,2,0,0
-LRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-RRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRP$,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,2,0,1,0,2,0,0
UH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
``,0,0,1,0,1,1,0,0,0,1,1,1,1,2,0,0,1,1,1,0,1,1,0,1,2,1,2,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1
adjective,0,1,1,0,7,6,0,3,1,1,3,1,0,0,1,0,0,1,0,2,0,1,2,4,3,5,0,3,0,1,2,1,1,0,5,2,0,1,2,2,0,0
adverb,0,0,1,0,4,3,1,2,2,1,4,0,0,4,0,0,0,1,0,3,0,1,4,1,2,1,1,1,0,2,2,0,1,0,3,4,1,2,0,0,0,0
article,0,3,1,3,9,7,2,3,0,0,4,1,1,0,1,1,0,0,0,3,0,1,4,4,5,9,3,4,0,1,4,1,3,2,5,10,1,3,0,2,0,2
conjunction,1,2,0,2,5,10,2,3,3,2,5,2,0,7,0,0,0,1,0,4,0,1,6,7,3,9,1,2,0,4,3,0,3,3,9,11,0,3,3,3,0,1
noun,0,7,1,2,19,15,2,5,2,0,11,2,1,16,3,1,0,2,1,6,0,2,7,13,10,23,4,3,1,6,11,1,4,4,19,22,1,7,5,5,1,2
numeral,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
other,0,1,0,0,3,2,0,0,1,0,2,0,0,3,0,0,0,1,0,0,0,0,0,1,1,5,0,0,0,1,1,0,1,0,3,2,0,1,2,1,0,0
particle,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pronoun,1,1,0,0,0,4,1,1,3,1,1,1,1,1,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,1,0,1,2,2,2,3,0,0,1,2,0,0
verb,1,5,1,1,9,9,1,4,2,5,6,2,1,9,2,2,0,3,1,3,0,1,5,5,6,6,3,3,1,3,6,0,5,3,7,15,2,3,2,5,0,1
