,,1,0,0,0,1,1,2,2,4,3,1,2,3,1,4,1,2,0,5,1,4,0,5,0,4,0,2,0,1,0,8,3,3,3,1,3,1,0
-LRB-,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-RRB-,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
:,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,2,1,0,0,0,0,1,0,0,3,0,3,0,0
PRP$,0,0,0,1,1,0,1,3,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0
adjective,1,0,0,1,0,0,4,5,1,5,1,4,2,2,4,0,3,3,4,0,6,0,5,2,6,0,0,1,0,1,3,1,1,13,1,10,2,0
adverb,1,2,1,1,0,2,3,3,4,2,0,8,2,0,2,1,3,1,6,1,5,2,4,0,2,2,0,1,0,0,7,2,1,5,0,6,2,0
article,5,4,0,1,0,0,3,6,2,6,6,3,4,2,3,2,5,4,3,0,6,0,4,2,8,2,0,2,2,1,13,4,3,9,3,3,1,0
conjunction,5,1,0,4,1,2,7,12,7,11,6,4,5,3,7,1,6,10,8,0,9,1,10,3,14,1,1,1,0,2,16,4,2,14,8,11,3,0
noun,6,4,0,2,5,2,13,19,7,7,9,6,15,4,6,2,9,12,6,3,11,0,11,3,25,2,7,2,2,1,29,5,4,17,11,15,4,0
numeral,2,1,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,1,0,3,2,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
other,1,0,1,0,1,1,0,2,0,2,3,0,0,0,1,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0
particle,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
pronoun,1,0,0,2,1,1,1,8,2,6,2,4,0,1,2,0,1,0,3,1,3,1,1,0,1,3,0,0,0,0,7,3,0,3,3,9,1,0
verb,4,3,1,2,1,4,8,14,5,10,11,7,4,2,6,1,7,5,6,1,11,2,5,4,6,4,0,3,0,2,14,7,2,17,5,11,4,0
