,,2,2,0,5,0,0,0,4,1,3,5,0,0,0,5,4,0,4,0,1,0,1,2,4,2,0,2,2,2,4,1,2,1,1,1,0,0,3,0
:,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRP$,0,1,0,0,0,0,0,0,0,3,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0
RBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adjective,3,6,0,3,0,2,0,4,2,4,7,2,0,0,3,6,2,2,0,2,3,1,4,2,3,1,3,3,1,4,0,3,4,1,3,2,0,5,0
adverb,4,2,1,0,0,2,0,2,0,1,3,0,0,2,2,2,0,0,0,0,0,0,2,0,1,1,1,1,0,1,1,0,0,0,5,1,1,2,0
article,1,3,1,1,4,3,0,3,3,3,7,3,0,3,4,7,4,2,3,2,1,3,5,0,1,0,1,2,1,5,2,2,5,2,2,5,2,5,0
conjunction,5,8,1,4,3,8,1,4,3,8,11,4,0,3,7,11,1,2,2,4,3,2,7,6,2,1,2,2,4,4,3,4,10,3,7,5,2,5,0
noun,7,11,0,16,6,4,0,8,6,11,18,6,0,6,14,21,3,9,2,4,10,5,13,9,3,4,1,2,8,13,9,6,17,8,8,5,2,9,0
numeral,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0
other,0,0,0,0,0,0,1,0,0,0,2,1,0,1,3,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0
particle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pronoun,3,1,2,0,0,2,2,2,0,0,1,1,1,1,1,3,0,1,1,1,0,1,1,1,1,0,2,1,0,1,1,0,1,0,1,0,0,0,0
verb,7,3,2,2,1,7,4,3,2,5,8,3,1,5,3,5,3,4,3,2,1,2,4,4,2,0,4,2,2,3,1,2,2,1,9,5,0,2,0
