,,2,0,0,0,2,1,0,2,1,3,4,0,1,3,1,0,0,3,2,1,1,3,2,1,1,1,0,1,4,3,2,1,0,2,0,1,1,2,0,0,3,1,1,2,0,0,1,0
-LRB-,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-RRB-,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRP$,0,0,0,0,1,0,0,1,3,1,2,0,1,0,0,0,0,2,1,2,0,0,0,2,1,0,3,0,1,2,1,1,0,0,0,0,2,1,3,0,0,0,1,1,1,0,1,0
RBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
adjective,1,0,0,3,0,1,2,1,2,1,4,1,2,0,1,1,1,1,0,1,1,1,3,3,0,3,0,1,3,2,4,1,1,3,1,4,0,2,6,0,1,2,0,0,0,0,0,0
adverb,0,1,0,0,2,0,1,0,4,3,3,0,2,2,0,2,0,1,1,2,2,1,1,2,2,2,0,2,1,1,2,1,2,4,2,0,1,1,1,0,1,2,0,0,0,1,2,0
article,5,0,1,2,3,4,4,1,0,2,6,2,6,0,2,0,1,2,1,2,1,1,3,0,1,1,1,2,1,3,2,3,0,3,1,1,0,3,3,1,3,3,1,4,1,1,0,0
conjunction,2,1,1,2,4,7,5,1,4,2,8,2,8,5,4,0,2,6,6,5,1,1,3,5,4,4,2,1,2,1,5,4,0,6,1,4,4,3,6,1,6,2,4,1,1,1,0,0
noun,6,2,1,4,5,14,5,4,6,3,13,3,10,8,6,0,1,12,10,9,3,11,7,5,5,3,5,4,4,5,5,5,0,10,2,2,4,4,7,2,4,4,6,5,1,1,1,0
numeral,0,0,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
other,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,4,3,1,0,1,1,1,0,0,1,1,0,2,0,1,0,1,0,0,0
particle,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pronoun,0,0,2,0,0,2,3,0,2,2,2,2,0,3,0,2,3,1,0,2,0,0,1,1,1,0,0,0,3,0,3,2,2,2,0,1,1,2,1,1,4,1,3,0,0,2,1,0
verb,5,0,1,3,4,4,5,2,5,5,6,2,0,3,1,1,1,6,2,2,2,1,4,1,7,3,0,3,5,4,5,4,3,6,2,1,1,4,2,2,9,3,7,1,3,2,3,0
