,,2,5,2,2,5,0,0,1,0,5,2,2,2,0,2,1,11,0,0,0,2,0,2,0,2,3,2,1,6,3,0,4,2,3,4,2,4,0,3,0,1,1,0
-LRB-,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
-RRB-,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0
PRP$,0,2,0,0,2,0,0,0,1,2,0,1,1,1,1,2,2,0,0,0,0,0,2,0,1,1,0,3,2,3,2,4,3,2,3,6,0,0,0,0,1,1,0
RBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
adjective,0,2,3,0,3,1,0,0,0,4,0,2,5,2,2,2,9,0,1,2,4,3,2,6,4,5,1,1,8,2,2,6,1,4,7,2,8,1,5,1,0,3,0
adverb,1,0,2,1,1,0,2,0,0,2,0,1,7,1,3,0,0,0,3,0,2,0,0,4,4,3,1,0,0,2,4,1,0,2,3,2,2,0,2,0,1,2,0
article,7,4,2,5,4,1,1,1,0,4,6,1,8,0,3,2,10,1,1,2,5,4,4,4,5,3,1,7,7,1,3,1,5,3,7,1,5,3,2,2,1,1,0
conjunction,5,7,6,2,4,0,2,1,1,7,6,2,10,1,5,5,22,2,3,5,6,4,8,4,8,7,2,7,13,3,6,10,6,5,18,5,9,1,5,0,2,3,0
noun,14,12,9,5,10,3,4,2,1,11,10,3,15,3,10,8,26,3,5,10,8,10,12,9,12,6,5,9,17,6,12,21,11,12,18,14,11,4,8,3,5,4,2
numeral,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,1,3,0,0,0,1,0,0,1,0
other,1,1,0,0,2,0,0,0,0,1,0,0,2,1,3,1,1,0,2,0,0,1,1,1,2,2,0,1,2,1,1,1,0,0,1,0,0,2,1,1,2,1,0
particle,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
pronoun,2,0,1,0,2,0,0,1,0,2,1,2,5,1,6,1,5,1,2,1,1,0,2,1,1,5,0,1,1,1,2,0,1,0,2,1,1,1,11,2,2,2,0
verb,5,4,5,2,9,1,0,1,0,8,5,4,11,2,12,3,18,2,6,1,2,5,3,3,9,10,1,7,9,1,6,3,2,2,10,5,4,4,10,2,4,6,0
