,,1,2,4,2,2,0,1,1,4,1,0,0,0,1,1,1,2,2,1,1,7,2,0,0,1,0,2,0,0,1,2,5,1,0,0,3,3,2,2,5,2,4,0
-LRB-,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-RRB-,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PRP$,1,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,2,0,0,0,0,1,0,1,0,2,1,0
RBR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adjective,2,0,3,2,1,0,1,3,3,0,3,1,1,2,3,3,5,3,1,3,4,1,2,1,2,2,1,1,0,3,2,1,1,0,6,4,4,3,7,3,2,7,0
adverb,1,2,0,1,0,1,1,0,0,2,0,2,1,0,1,2,3,0,0,1,4,0,0,1,0,1,0,0,0,0,2,1,3,1,2,0,4,2,1,3,1,2,0
article,3,1,3,3,1,2,5,2,4,2,2,0,0,2,1,1,5,4,3,3,2,1,1,0,3,2,3,1,1,3,2,4,1,5,2,3,6,4,10,8,2,3,0
conjunction,4,6,4,6,2,0,4,2,11,3,3,1,0,3,3,4,6,3,6,7,6,1,1,1,3,2,3,2,0,7,3,4,1,5,5,4,9,4,8,7,3,6,0
noun,8,6,8,9,5,1,7,2,19,6,10,3,1,13,6,5,10,5,9,7,16,4,3,3,7,4,5,4,2,9,4,13,2,9,7,8,10,6,14,12,4,10,0
numeral,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
other,1,1,1,1,2,0,2,0,0,1,0,1,2,2,1,4,0,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,4,2,1,1,0,0,3,0,2,0
particle,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
pronoun,0,2,0,0,1,1,2,3,1,2,0,1,2,0,1,3,2,2,1,0,0,0,0,0,1,0,0,1,1,1,0,1,5,2,0,0,4,0,2,2,0,2,0
verb,3,9,2,3,6,2,6,4,4,3,2,2,4,4,4,7,6,5,5,1,3,3,1,3,3,1,3,3,1,3,2,2,6,6,4,3,7,1,4,14,2,10,0
