,,1,1,3,1,0,1,0,2,0,1,0,0,4,2,1,1,1,0,5,0,0,2,2,2,0,1,0,1,1,0,0,1,2,0,2,6,4,1,2,3,0,1,1,0,4,0
-LRB-,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-RRB-,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
PRP$,0,0,1,0,0,1,1,0,0,0,2,0,2,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,2,0,1,0,0
RBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0
adjective,1,0,5,1,0,2,0,2,2,0,0,0,4,1,3,1,1,1,4,1,1,3,1,3,1,1,1,2,4,0,1,2,0,1,0,5,2,0,1,3,0,1,0,0,3,0
adverb,2,1,2,1,0,1,3,1,2,3,0,0,2,1,1,1,0,1,1,1,2,0,0,1,0,0,2,0,2,1,0,0,3,1,1,6,0,2,1,1,1,5,2,1,3,0
article,1,0,5,1,0,3,2,6,1,0,1,0,7,2,1,1,2,0,5,1,2,2,3,2,3,2,1,1,3,0,1,1,3,2,8,5,0,2,3,1,0,3,0,0,3,0
conjunction,0,0,10,2,1,4,0,7,2,2,1,0,6,5,6,4,3,0,3,2,2,2,8,1,3,3,0,2,2,1,2,4,3,2,8,10,4,4,6,4,0,4,0,3,2,0
noun,3,2,10,4,1,11,3,8,2,4,6,1,9,6,7,2,5,1,11,2,4,6,4,2,3,11,1,7,7,2,5,6,4,2,12,18,9,2,6,9,2,3,0,2,2,0
numeral,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
other,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,1,0,0,1,0
pronoun,1,0,2,0,0,3,0,2,0,0,0,0,0,3,1,1,3,2,2,1,4,0,3,1,0,0,1,0,0,0,1,1,1,2,3,3,1,2,0,3,0,1,2,1,1,0
verb,2,1,5,1,1,4,1,2,2,2,2,0,3,3,4,1,2,3,6,2,2,1,4,1,2,3,1,2,1,2,2,2,4,4,3,8,2,2,3,4,2,4,2,1,4,0
