,,3,0,1,3,0,4,1,1,0,3,0,2,3,0,0,2,1,1,3,4,2,0,1,3,3,2,2,3,0,5,2,1,0,2,3,1,1,0
-LRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
-RRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PRP$,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
adjective,4,2,2,4,1,10,4,3,2,7,11,2,3,2,3,7,4,0,5,4,4,1,7,4,5,5,3,2,1,5,4,14,3,6,5,1,1,0
adverb,3,0,3,3,0,3,0,0,0,1,2,1,2,0,0,1,1,2,2,4,1,0,1,1,3,0,3,3,0,1,5,3,2,3,2,2,2,0
article,3,1,4,6,2,6,4,2,2,9,5,2,7,5,5,9,2,1,5,9,5,3,5,1,2,3,5,4,5,3,6,7,3,5,1,4,1,0
conjunction,1,2,5,4,2,8,8,1,2,11,8,4,7,5,5,10,7,1,8,8,0,4,3,6,7,6,6,9,3,6,15,19,2,10,3,3,1,0
noun,9,2,8,13,2,8,12,4,4,14,10,7,14,6,6,19,7,6,14,21,9,4,8,9,10,11,9,13,6,13,16,29,6,12,4,6,3,0
numeral,0,0,1,0,0,1,0,1,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
other,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,2,0,3,3,0,1,1,1,0,0,0,0,1,1,3,0,1,0,1,1,0
particle,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pronoun,0,0,1,1,1,2,1,0,0,2,0,1,1,1,0,2,0,0,0,2,0,0,0,1,1,0,0,0,2,1,3,2,0,1,0,5,2,0
verb,3,0,5,7,3,7,5,4,1,10,4,1,6,2,3,11,6,4,5,8,5,1,4,4,7,1,6,1,2,5,6,11,3,5,1,9,6,0
