,,2,0,0,0,0,0,4,3,1,2,1,5,4,0,2,8,2,3,0,3,1,0,2,3,1,2,3,0,0,1,1,0,3,1,0,1,5,0,2,2,2,2,2,1,0,2,0,0,0,0,5,1,0
-LRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-RRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PRP$,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,3,2,1,0,0,0,0,2,1,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0
RBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
``,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
adjective,1,3,0,0,0,0,7,1,1,4,3,6,1,0,5,9,2,1,1,5,2,1,2,3,2,6,1,0,1,1,2,5,4,5,2,3,4,2,3,3,3,3,4,4,1,0,2,0,0,0,7,2,0
adverb,3,0,1,0,0,0,1,3,1,3,2,3,4,0,0,4,1,2,0,2,3,0,4,5,0,2,1,0,2,2,0,1,1,1,1,4,2,0,1,0,1,3,1,3,3,0,1,0,0,1,2,4,0
article,1,1,1,0,1,1,5,2,1,4,1,7,0,4,6,10,5,6,3,6,3,1,2,5,4,4,3,1,2,0,3,2,3,2,3,3,3,1,1,6,2,7,1,2,2,1,2,2,2,0,0,0,0
conjunction,2,2,0,2,0,2,2,3,2,5,2,11,1,4,7,12,3,3,5,7,6,2,3,14,3,6,3,1,4,4,5,2,3,9,3,5,8,3,3,8,5,8,2,5,2,7,0,1,1,0,3,4,0
noun,5,3,1,4,3,5,8,7,3,7,1,13,4,7,10,14,7,11,8,9,11,5,5,16,6,12,8,2,6,3,10,4,10,7,5,8,14,5,3,10,9,5,5,4,3,12,3,3,3,2,3,2,0
numeral,0,1,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,2,0,1,0,1,2,0,0,2,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0
particle,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pronoun,1,0,1,0,1,3,0,3,0,0,1,3,0,0,0,1,1,2,1,2,0,1,1,1,3,1,1,1,1,0,1,2,1,1,3,1,1,1,0,1,0,1,1,2,0,0,0,0,0,0,1,1,0
verb,6,2,1,0,2,2,4,9,2,3,2,9,4,1,2,8,6,8,3,8,6,3,4,10,7,4,4,3,5,3,5,6,4,4,9,5,4,1,3,5,6,4,4,5,3,7,1,1,1,1,3,1,0
