,,1,1,0,1,3,8,2,1,5,0,2,0,7,2,4,3,2,3,0,0,5,2,0,7,1,4,0
-LRB-,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-RRB-,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
:,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PRP$,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,1,0,0,2,0,1,0
adjective,2,1,0,1,10,11,0,1,6,1,2,5,6,5,4,1,1,2,2,0,2,3,1,4,2,2,0
adverb,0,0,0,2,2,8,2,3,1,2,3,1,2,2,4,0,1,0,0,2,3,0,1,3,0,4,0
article,0,0,1,2,8,9,1,0,9,1,8,6,7,2,10,2,1,2,1,1,3,5,2,10,3,3,0
conjunction,1,1,0,3,5,13,1,1,5,5,10,6,12,6,11,5,1,4,3,0,7,1,5,10,5,5,0
noun,1,2,0,5,9,20,3,3,13,6,14,9,20,8,19,10,2,7,4,0,12,7,10,17,5,11,0
numeral,0,0,0,1,0,3,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0
other,0,0,0,1,0,1,0,0,2,1,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,1,0
particle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0
pronoun,0,0,0,3,2,5,0,0,2,1,5,3,0,3,2,0,0,0,0,1,3,1,0,0,0,0,0
verb,0,0,0,7,7,9,3,2,9,7,9,5,1,8,7,3,3,5,2,0,9,3,4,7,1,7,0
