,,2,2,9,0,2,1,0,1,0,3,2,1,3,3,2,4,2,1,2,1,2,2,0,3,2,4,1,0,3,0,5,0,4,1,2,0,0,2,0
-LRB-,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-RRB-,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
:,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
PRP$,0,1,2,0,0,0,0,0,0,0,1,0,1,3,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,2,0,0,1,0,0,1,0,0
RBR,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
adjective,0,2,5,2,0,0,0,2,0,3,5,1,0,8,1,4,3,3,2,1,2,4,0,2,6,2,3,1,4,0,3,2,5,1,2,0,1,2,0
adverb,0,1,8,1,1,0,2,0,1,5,2,2,6,2,2,4,0,1,3,0,1,0,0,0,2,2,2,2,1,0,4,0,2,4,1,1,2,0,0
article,2,2,7,3,0,1,0,2,2,4,1,2,1,1,3,7,3,1,5,3,1,3,1,4,4,5,3,0,9,0,6,1,7,3,3,1,0,4,0
conjunction,1,7,13,3,1,3,3,1,0,7,3,1,3,3,3,8,5,5,13,3,4,6,2,3,6,7,2,0,10,1,13,3,7,3,3,1,0,4,0
noun,5,11,22,5,3,4,2,3,3,8,3,2,4,6,6,11,7,3,13,4,4,10,2,6,6,11,3,0,14,3,9,3,11,5,4,2,1,6,0
numeral,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
other,1,2,3,0,2,1,0,1,0,0,0,0,1,1,1,3,1,0,1,0,0,1,0,0,1,2,1,0,2,0,1,0,4,0,1,1,1,1,0
particle,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pronoun,0,2,3,0,0,2,2,1,0,0,1,0,0,1,0,1,1,2,1,1,2,2,0,1,1,1,2,0,4,0,4,0,0,1,1,1,2,2,0
verb,4,3,9,5,3,5,1,3,1,7,1,3,6,7,4,4,1,4,11,2,1,3,0,2,7,8,5,1,7,2,8,0,2,8,3,3,4,8,0
