,,2,0,0,1,5,2,2,2,1,1,2,1,1,2,2,0,0,2,1,0,1,1,4,3,0,0,0,1,2,2,4,2,0,1,0,2,0,0,2,5,1,1,4,0,5,0,0,0
-LRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-RRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
:,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PRP$,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,2,0,3,1,0,0,1,2,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
RBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adjective,2,0,0,0,4,3,5,7,0,2,4,2,4,3,2,0,2,5,4,0,1,5,3,6,1,2,2,3,7,1,4,4,5,2,2,2,0,2,4,2,0,5,10,9,0,0,1,0
adverb,1,0,0,0,2,0,0,2,1,1,2,1,2,4,1,1,0,1,4,0,0,1,1,3,5,1,0,4,1,1,1,1,1,0,1,3,1,0,1,1,0,3,2,0,2,0,1,0
article,4,0,0,5,5,3,4,6,3,4,2,3,6,2,2,0,2,6,4,2,4,3,4,5,5,3,7,7,8,2,7,1,2,6,3,1,3,2,1,2,3,2,6,7,1,3,2,0
conjunction,6,0,0,4,13,2,7,7,2,4,7,4,5,8,7,6,5,12,6,1,3,4,11,7,4,2,8,9,8,2,10,4,3,5,4,2,1,2,3,3,4,6,14,9,0,1,1,0
noun,9,0,1,11,15,4,9,15,6,9,8,2,4,16,8,5,6,21,10,3,4,6,12,11,9,3,11,14,15,2,17,2,5,7,9,11,3,2,6,6,4,8,16,14,8,5,2,0
numeral,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
other,1,0,0,0,1,1,1,1,0,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,3,1,0
particle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pronoun,4,2,2,0,1,0,1,2,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,1,0,2,1,0,2,1,1,0,0,0
verb,8,2,2,2,5,2,2,7,1,4,3,4,1,4,4,5,2,4,2,1,2,2,3,2,5,2,7,3,4,3,4,2,5,3,4,3,1,1,3,2,1,4,6,8,1,3,2,0
