,,2,1,1,4,2,2,0,0,0,1,1,2,10,2,2,2,5,0,1,2,4,1,7,1,3,4,0,1,1,1,2,0
-LRB-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-RRB-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
:,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
PRP$,0,1,3,1,0,0,0,0,1,0,1,1,2,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
RBR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
adjective,5,1,3,4,3,3,4,0,4,0,3,2,4,3,2,2,2,1,1,4,3,1,4,2,4,4,0,0,4,2,2,0
adverb,1,3,0,4,0,1,0,1,2,0,2,1,2,0,0,6,1,0,1,1,3,0,1,0,4,0,0,0,2,0,0,0
article,5,3,4,3,2,3,5,1,5,1,4,3,5,2,3,2,2,1,1,3,4,2,10,1,4,1,1,2,1,1,2,0
conjunction,7,4,5,6,1,1,6,1,10,1,4,2,5,3,3,3,4,2,3,2,3,3,12,4,3,1,2,4,3,2,1,0
noun,16,6,11,15,2,6,10,3,13,6,8,4,21,6,11,2,12,4,4,9,10,2,33,8,6,8,3,5,4,3,6,0
numeral,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,2,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0
other,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,2,0,0,2,1,0,0,0,1,0,0,0
particle,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pronoun,0,1,1,0,2,0,0,0,1,0,0,0,3,1,1,3,3,1,1,0,2,1,1,1,2,1,0,1,3,0,0,0
verb,3,3,3,6,3,3,3,4,5,2,4,1,6,2,3,5,7,3,4,3,5,1,1,4,6,1,1,4,6,1,4,0
