,,0,1,2,0,0,2,0,0,0,0,2,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,3,0,0,0,1,2,2,0,0,1,0,0,5,3,2,2,2,0
.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
PRP$,0,0,1,1,0,3,0,1,0,1,3,1,0,3,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,0,1,2,2,2,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0
adjective,0,0,1,0,0,0,0,2,1,0,2,0,1,7,3,1,1,1,0,1,0,1,0,1,2,0,1,0,0,0,2,0,0,0,1,0,3,1,0,1,1,2,1,1,2,0,0,1,2,1,1,3,0
adverb,1,2,1,1,1,0,0,0,0,0,0,0,1,2,1,2,1,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,2,1,0,2,0,1,4,2,2,0,4,0
article,1,2,7,1,1,3,0,5,1,1,2,3,0,3,3,0,1,2,2,1,2,0,0,2,0,0,0,0,0,0,2,1,1,1,0,3,0,1,0,4,1,1,1,1,1,4,2,2,2,2,0,4,0
conjunction,0,0,3,4,2,6,0,4,0,2,8,3,1,10,2,2,2,0,2,0,2,4,4,1,1,0,1,0,1,0,6,3,2,2,3,6,2,0,0,5,3,6,1,0,2,5,1,9,4,3,0,6,0
noun,2,0,5,4,6,10,1,7,1,4,14,8,1,10,5,3,3,3,2,1,3,3,6,3,2,0,4,0,2,0,12,6,3,4,3,8,3,0,1,11,6,6,1,3,6,8,3,14,7,6,1,5,0
numeral,0,0,0,0,0,2,1,1,0,0,0,0,1,3,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
other,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,1,0,1,0,1,1,0,0,0,0,2,2,1,1,0,0
particle,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pronoun,0,1,4,0,0,3,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,1,0,1,2,4,3,1,1,0,1,4,1,1,0,1,0,1,2,1,3,3,0,0
verb,3,4,5,5,1,2,1,5,2,2,2,3,1,4,3,3,3,1,1,2,2,8,1,1,0,0,0,0,0,0,4,3,1,5,7,7,3,3,2,1,4,1,1,1,3,2,1,7,4,6,2,3,0
