,,1,2,4,2,7,0,1,2,0,0,0,1,0,2,0,0,2,1,2,6,0,2,0,1,3,1,1,0,1,5,2,0,2,0,0,2,2,5,0,1,0
-LRB-,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-RRB-,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
.,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0
PRP$,0,2,1,1,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1,0,0,1,0,2,0,0,0,0,2,2,1,1,0,0,0
RBR,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
adjective,3,4,2,2,3,0,4,0,2,3,2,1,2,1,0,1,1,2,2,5,3,0,0,2,1,0,4,3,2,5,2,1,2,1,0,5,3,3,4,1,0
adverb,1,0,3,0,4,0,1,0,0,1,0,1,2,1,0,1,1,2,2,1,0,0,0,2,5,3,2,4,3,3,1,1,1,1,0,3,3,4,2,1,0
article,3,3,4,1,4,2,0,4,2,4,3,2,3,2,0,4,1,4,1,4,1,1,1,0,6,1,5,1,4,4,0,1,2,0,1,2,5,5,5,4,0
conjunction,4,8,9,1,6,3,4,4,4,4,1,3,3,5,1,2,2,5,4,11,4,3,1,3,12,5,7,4,3,6,2,5,2,3,2,9,6,11,5,2,0
noun,11,18,12,4,12,4,9,6,12,7,3,5,4,7,4,4,8,6,11,21,7,7,1,6,12,4,18,5,7,7,3,5,2,5,4,10,9,11,7,2,0
numeral,1,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0
other,0,2,1,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,4,1,3,2,1,2,1,0,0,1,1,1,1,1,1,0,0
particle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pronoun,0,0,6,0,2,0,2,0,1,1,0,1,0,1,1,1,0,3,1,1,0,2,2,2,5,7,3,1,1,3,3,2,1,2,1,0,1,5,0,3,0
verb,3,4,10,2,7,1,3,3,4,1,2,2,2,1,1,1,1,4,2,7,1,3,1,4,10,8,11,4,5,11,5,3,1,1,1,5,5,10,3,4,0
