Adv,0,0,0,0,4,1,0,3,1,1,2,1,3,0,0,1,0,0,0,2,2,3,2,3,2,0,1,1,0,0,2,0
Art,1,0,0,1,0,1,2,0,0,0,1,1,0,1,0,2,2,0,3,0,3,3,3,2,3,0,0,4,2,4,2,0
Int,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Num,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0
Prep,2,1,3,3,1,0,7,2,2,1,1,3,0,2,1,2,2,0,3,1,4,4,2,3,9,2,2,1,3,3,1,0
Pron,3,2,1,2,3,1,4,3,2,4,2,1,1,0,1,0,3,1,1,0,1,3,1,1,2,1,1,1,3,3,4,0
Punc,1,0,0,2,1,1,0,1,4,0,1,0,0,2,0,0,0,0,1,1,0,3,0,0,2,1,0,0,2,0,2,0
adjective,2,1,1,1,0,0,9,1,0,1,3,1,1,1,0,2,3,2,1,1,0,3,4,1,0,1,2,1,3,1,3,0
conjunction,0,0,0,0,1,1,2,1,1,1,2,1,0,0,0,1,1,1,2,2,2,1,1,1,0,0,0,0,1,0,2,0
noun,6,3,2,8,1,1,9,1,5,1,3,5,1,3,2,4,3,1,8,5,5,12,5,4,13,1,3,4,6,6,6,0
verb,3,1,3,2,4,2,5,1,2,2,3,4,2,0,1,3,4,1,3,1,3,3,1,2,4,0,1,3,5,3,4,0
