'',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
,,2,3,5,2,0,0,1,2,1,0,1,2,1,1,2,0,0,2,2,1,1,0,0,2,1,0,0,0,2,2,0,1,2,3,0,2,0
-LRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
-RRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
PRP$,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
RBR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
``,0,0,1,0,1,1,0,0,0,1,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
adjective,0,5,2,0,2,0,2,3,0,0,0,1,1,0,1,0,0,5,5,1,1,2,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1
adverb,4,2,5,2,2,0,1,0,0,1,0,1,1,3,1,0,0,3,4,2,0,0,0,3,1,0,0,3,2,0,0,1,4,0,0,0,0
article,9,3,4,4,1,0,2,3,2,0,1,1,5,1,3,0,1,2,6,1,2,4,0,0,0,2,0,3,3,2,3,1,3,2,1,3,2
conjunction,9,5,5,6,0,0,5,2,2,1,3,2,4,3,5,1,2,5,7,0,4,3,2,1,0,3,1,4,1,6,3,2,3,5,0,3,0
noun,19,14,5,8,1,0,3,5,4,0,2,4,7,4,9,1,2,7,8,0,6,6,1,0,1,5,2,4,5,13,5,0,8,9,1,4,2
numeral,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2,4,1,2,1,0,0,0,0,0,0,0,0,2,2,0,0,5,0,2,0,1,0,0,0,1,0,1,1,2,0,0,1,1,0,1,0
pronoun,0,4,3,2,1,1,0,0,1,1,2,1,1,1,3,0,1,2,2,0,1,0,0,0,0,0,1,2,3,0,0,0,1,3,0,1,0
verb,8,4,9,4,3,1,7,1,2,2,2,3,5,3,7,1,1,7,7,4,6,2,1,2,1,2,2,8,7,5,2,1,2,8,1,3,2
