'',0,1,0,0,1,0,0,0,0,0,1,2,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
,,2,4,0,0,4,0,0,0,0,0,2,0,0,2,2,0,3,2,1,2,0,0,0,3,1,3,1,0,3,0,0,0,4,1,1,0,0,0,1,0,4,0,0,2,2,0,0,0,0,1
-LRB-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-RRB-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
PRP$,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
RBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
``,1,0,0,0,0,1,1,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
adjective,4,2,0,1,3,1,3,1,1,2,0,4,0,2,2,1,2,3,2,3,1,2,2,2,1,2,1,1,2,2,1,3,4,3,0,1,2,1,0,0,3,1,1,0,1,1,1,0,0,1
adverb,1,2,1,0,2,0,1,1,0,1,4,0,1,3,1,0,3,1,0,0,2,1,2,3,1,0,1,1,2,1,0,0,0,1,2,1,0,0,1,0,1,0,0,1,2,0,1,4,1,2
article,3,8,2,3,4,1,2,2,0,4,2,3,3,0,2,1,4,2,0,3,6,3,1,4,1,3,3,0,5,3,1,2,2,3,1,1,2,3,1,1,4,1,0,5,1,2,3,3,1,2
conjunction,4,8,2,6,7,2,2,2,1,2,1,2,2,1,4,2,4,2,4,6,6,4,1,5,1,2,3,1,3,6,0,3,4,3,0,2,1,3,3,1,4,1,2,4,0,3,4,5,0,4
noun,11,13,3,10,15,2,6,4,1,9,2,9,5,1,12,4,15,5,16,12,7,5,4,9,4,9,5,1,12,7,3,4,9,7,5,4,5,6,4,0,13,3,8,8,5,3,13,7,1,5
numeral,1,0,0,1,1,2,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2,0,1,0,1,0,0,0,0,0,0,0,1,0,2,1,1,0,2,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,2,1,1,0,0,3,1,2,1,0,1,1,1,0,2
particle,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
pronoun,0,1,0,1,1,1,0,0,1,0,0,0,2,1,1,1,0,3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,1,1,1,0,1,1,0,1,2,0,1
verb,3,4,5,6,5,2,1,2,2,4,3,5,7,1,3,2,11,7,7,7,3,4,3,7,4,6,3,0,6,4,2,4,3,2,6,4,3,2,3,0,5,4,2,6,4,1,4,7,2,8
